year,month,date_index,fraction_date,c02,data_adjusted_season,data_fit,data_adjusted_seasonally_fit,data_filled,data_adjusted_seasonally_filed
1973,8,26891,1973.6219,329.31,330.64,328.52,329.88,329.31,330.64
1973,9,26922,1973.7068,327.52,330.55,326.91,329.96,327.52,330.55
1973,10,26952,1973.789,327.19,330.33,326.88,330.02,327.19,330.33
1973,11,26983,1973.874,328.17,330.13,328.1,330.05,328.17,330.13
1973,12,27013,1973.9562,328.65,329.45,329.28,330.07,328.65,329.45
1974,1,27044,1974.0411,329.36,329.31,330.15,330.1,329.36,329.31
1974,2,27075,1974.126,330.71,330.05,330.8,330.12,330.71,330.05
1974,3,27103,1974.2027,331.49,330.14,331.51,330.15,331.49,330.14
1974,4,27134,1974.2877,332.65,330.23,332.63,330.19,332.65,330.23
1974,5,27164,1974.3699,333.1,330.14,333.18,330.22,333.1,330.14
1974,6,27195,1974.4548,332.26,330.02,332.49,330.27,332.26,330.02
1974,7,27225,1974.537,331.18,330.48,331,330.32,331.18,330.48
1974,8,27256,1974.6219,329.4,330.74,329,330.37,329.4,330.74
1974,9,27287,1974.7068,327.44,330.49,327.36,330.42,327.44,330.49
1974,10,27317,1974.789,327.38,330.54,327.33,330.47,327.38,330.54
1974,11,27348,1974.874,328.46,330.44,328.57,330.53,328.46,330.44
1974,12,27378,1974.9562,329.58,330.39,329.8,330.59,329.58,330.39
1975,1,27409,1975.0411,330.41,330.36,330.72,330.66,330.41,330.36
1975,2,27440,1975.126,331.41,330.74,331.42,330.74,331.41,330.74
1975,3,27468,1975.2027,332.05,330.7,332.19,330.83,332.05,330.7
1975,4,27499,1975.2877,333.32,330.88,333.37,330.92,333.32,330.88
1975,5,27529,1975.3699,333.98,331.01,333.98,331.01,333.98,331.01
1975,6,27560,1975.4548,333.61,331.37,333.34,331.11,333.61,331.37
1975,7,27590,1975.537,331.91,331.2,331.89,331.21,331.91,331.2
1975,8,27621,1975.6219,330.06,331.41,329.93,331.3,330.06,331.41
1975,9,27652,1975.7068,328.57,331.62,328.33,331.4,328.57,331.62
1975,10,27682,1975.789,328.35,331.51,328.33,331.48,328.35,331.51
1975,11,27713,1975.874,329.5,331.48,329.61,331.57,329.5,331.48
1975,12,27743,1975.9562,330.77,331.58,330.85,331.65,330.77,331.58
1976,1,27774,1976.041,331.76,331.71,331.78,331.73,331.76,331.71
1976,2,27805,1976.1257,332.58,331.91,332.49,331.81,332.58,331.91
1976,3,27834,1976.2049,333.5,332.13,333.27,331.88,333.5,332.13
1976,4,27865,1976.2896,334.59,332.13,334.44,331.96,334.59,332.13
1976,5,27895,1976.3716,334.89,331.91,335.01,332.04,334.89,331.91
1976,6,27926,1976.4563,334.34,332.11,334.33,332.12,334.34,332.11
1976,7,27956,1976.5383,333.06,332.38,332.86,332.2,333.06,332.38
1976,8,27987,1976.623,330.95,332.32,330.89,332.3,330.95,332.32
1976,9,28018,1976.7077,329.31,332.39,329.31,332.4,329.31,332.39
1976,10,28048,1976.7896,328.95,332.12,329.35,332.51,328.95,332.12
1976,11,28079,1976.8743,330.32,332.3,330.68,332.64,330.32,332.3
1976,12,28109,1976.9563,331.69,332.51,331.99,332.78,331.69,332.51
1977,1,28140,1977.0411,332.94,332.89,333,332.94,332.94,332.89
1977,2,28171,1977.126,333.43,332.76,333.8,333.12,333.43,332.76
1977,3,28199,1977.2027,334.71,333.35,334.65,333.28,334.71,333.35
1977,4,28230,1977.2877,336.08,333.63,335.93,333.47,336.08,333.63
1977,5,28260,1977.3699,336.76,333.77,336.63,333.65,336.76,333.77
1977,6,28291,1977.4548,336.28,334.02,336.07,333.83,336.28,334.02
1977,7,28321,1977.537,334.93,334.21,334.68,334,334.93,334.21
1977,8,28352,1977.6219,332.76,334.11,332.78,334.16,332.76,334.11
1977,9,28383,1977.7068,331.6,334.68,331.23,334.32,331.6,334.68
1977,10,28413,1977.789,331.17,334.36,331.29,334.47,331.17,334.36
1977,11,28444,1977.874,332.41,334.41,332.64,334.61,332.41,334.41
1977,12,28474,1977.9562,333.86,334.67,333.95,334.75,333.86,334.67
1978,1,28505,1978.0411,334.98,334.93,334.94,334.89,334.98,334.93
1978,2,28536,1978.126,335.4,334.72,335.7,335.02,335.4,334.72
1978,3,28564,1978.2027,336.65,335.29,336.52,335.14,336.65,335.29
1978,4,28595,1978.2877,337.77,335.31,337.74,335.26,337.77,335.31
1978,5,28625,1978.3699,338.02,335.02,338.38,335.38,338.02,335.02
1978,6,28656,1978.4548,337.91,335.64,337.75,335.5,337.91,335.64
1978,7,28686,1978.537,336.55,335.83,336.29,335.61,336.55,335.83
1978,8,28717,1978.6219,334.69,336.05,334.32,335.71,334.69,336.05
1978,9,28748,1978.7068,332.77,335.85,332.71,335.81,332.77,335.85
1978,10,28778,1978.789,332.56,335.75,332.72,335.9,332.56,335.75
1978,11,28809,1978.874,333.93,335.93,334.02,336,333.93,335.93
1978,12,28839,1978.9562,334.96,335.78,335.29,336.09,334.96,335.78
1979,1,28870,1979.0411,336.24,336.19,336.26,336.2,336.24,336.19
1979,2,28901,1979.126,336.77,336.09,337,336.32,336.77,336.09
1979,3,28929,1979.2027,337.97,336.61,337.81,336.42,337.97,336.61
1979,4,28960,1979.2877,338.89,336.43,339.03,336.55,338.89,336.43
1979,5,28990,1979.3699,339.48,336.48,339.68,336.68,339.48,336.48
1979,6,29021,1979.4548,339.3,337.02,339.07,336.81,339.3,337.02
1979,7,29051,1979.537,337.74,337.02,337.64,336.95,337.74,337.02
1979,8,29082,1979.6219,336.1,337.46,335.7,337.09,336.1,337.46
1979,9,29113,1979.7068,333.93,337.02,334.12,337.23,333.93,337.02
1979,10,29143,1979.789,333.87,337.08,334.19,337.38,333.87,337.08
1979,11,29174,1979.874,335.3,337.31,335.55,337.54,335.3,337.31
1979,12,29204,1979.9562,336.74,337.56,336.89,337.69,336.74,337.56
1980,1,29235,1980.041,338.03,337.99,337.92,337.86,338.03,337.99
1980,2,29266,1980.1257,338.37,337.69,338.72,338.03,338.37,337.69
1980,3,29295,1980.2049,340.09,338.69,339.6,338.19,340.09,338.69
1980,4,29326,1980.2896,340.78,338.28,340.86,338.35,340.78,338.28
1980,5,29356,1980.3716,341.48,338.47,341.51,338.5,341.48,338.47
1980,6,29387,1980.4563,341.18,338.92,340.89,338.65,341.18,338.92
1980,7,29417,1980.5383,339.57,338.88,339.44,338.78,339.57,338.88
1980,8,29448,1980.623,337.61,339,337.49,338.91,337.61,339
1980,9,29479,1980.7077,335.9,339.01,335.9,339.04,335.9,339.01
1980,10,29509,1980.7896,336.03,339.24,335.95,339.15,336.03,339.24
1980,11,29540,1980.8743,337.12,339.13,337.27,339.26,337.12,339.13
1980,12,29570,1980.9563,338.23,339.06,338.55,339.36,338.23,339.06
1981,1,29601,1981.0411,339.25,339.2,339.52,339.46,339.25,339.2
1981,2,29632,1981.126,340.5,339.81,340.26,339.56,340.5,339.81
1981,3,29660,1981.2027,341.4,340.03,341.04,339.65,341.4,340.03
1981,4,29691,1981.2877,342.52,340.04,342.24,339.74,342.52,340.04
1981,5,29721,1981.3699,342.93,339.9,342.85,339.83,342.93,339.9
1981,6,29752,1981.4548,342.27,339.98,342.18,339.91,342.27,339.98
1981,7,29782,1981.537,340.51,339.78,340.69,340,340.51,339.78
1981,8,29813,1981.6219,338.45,339.82,338.68,340.09,338.45,339.82
1981,9,29844,1981.7068,336.71,339.83,337.05,340.18,336.71,339.83
1981,10,29874,1981.789,336.88,340.1,337.07,340.28,336.88,340.1
1981,11,29905,1981.874,338.38,340.4,338.39,340.39,338.38,340.4
1981,12,29935,1981.9562,339.63,340.46,339.69,340.5,339.63,340.46
1982,1,29966,1982.0411,340.77,340.73,340.67,340.61,340.77,340.73
1982,2,29997,1982.126,341.63,340.95,341.41,340.72,341.63,340.95
1982,3,30025,1982.2027,342.72,341.34,342.2,340.81,342.72,341.34
1982,4,30056,1982.2877,343.59,341.1,343.41,340.9,343.59,341.1
1982,5,30086,1982.3699,344.16,341.12,344.02,340.98,344.16,341.12
1982,6,30117,1982.4548,343.37,341.07,343.34,341.06,343.37,341.07
1982,7,30147,1982.537,342.07,341.35,341.83,341.14,342.07,341.35
1982,8,30178,1982.6219,339.83,341.2,339.81,341.22,339.83,341.2
1982,9,30209,1982.7068,338,341.12,338.16,341.3,338,341.12
1982,10,30239,1982.789,337.88,341.12,338.17,341.4,337.88,341.12
1982,11,30270,1982.874,339.28,341.31,339.51,341.51,339.28,341.31
1982,12,30300,1982.9562,340.51,341.34,340.83,341.64,340.51,341.34
1983,1,30331,1983.0411,341.4,341.35,341.85,341.79,341.4,341.35
1983,2,30362,1983.126,342.54,341.86,342.66,341.97,342.54,341.86
1983,3,30390,1983.2027,343.12,341.73,343.53,342.13,343.12,341.73
1983,4,30421,1983.2877,344.96,342.46,344.84,342.33,344.96,342.46
1983,5,30451,1983.3699,345.78,342.73,345.56,342.52,345.78,342.73
1983,6,30482,1983.4548,345.34,343.03,344.99,342.71,345.34,343.03
1983,7,30512,1983.537,344,343.27,343.59,342.89,344,343.27
1983,8,30543,1983.6219,342.4,343.78,341.65,343.06,342.4,343.78
1983,9,30574,1983.7068,339.88,343.02,340.08,343.23,339.88,343.02
1983,10,30604,1983.789,340,343.25,340.14,343.38,340,343.25
1983,11,30635,1983.874,341.16,343.19,341.52,343.53,341.16,343.19
1983,12,30665,1983.9562,342.99,343.82,342.86,343.67,342.99,343.82
1984,1,30696,1984.041,343.82,343.77,343.87,343.82,343.82,343.77
1984,2,30727,1984.1257,344.62,343.94,344.65,343.96,344.62,343.94
1984,3,30756,1984.2049,345.39,343.97,345.51,344.08,345.39,343.97
1984,4,30787,1984.2896,347.15,344.62,346.76,344.21,347.15,344.62
1984,5,30817,1984.3716,347.52,344.47,347.39,344.34,347.52,344.47
1984,6,30848,1984.4563,346.88,344.59,346.73,344.46,346.88,344.59
1984,7,30878,1984.5383,345.47,344.76,345.24,344.57,345.47,344.76
1984,8,30909,1984.623,343.34,344.75,343.24,344.68,343.34,344.75
1984,9,30940,1984.7077,341.13,344.29,341.63,344.8,341.13,344.29
1984,10,30970,1984.7896,341.4,344.65,341.67,344.91,341.4,344.65
1984,11,31001,1984.8743,343.02,345.06,343.02,345.03,343.02,345.06
1984,12,31031,1984.9563,344.25,345.08,344.34,345.15,344.25,345.08
1985,1,31062,1985.0411,344.99,344.95,345.34,345.28,344.99,344.95
1985,2,31093,1985.126,346.01,345.32,346.11,345.4,346.01,345.32
1985,3,31121,1985.2027,347.43,346.04,346.92,345.51,347.43,346.04
1985,4,31152,1985.2877,348.34,345.83,348.16,345.63,348.34,345.83
1985,5,31182,1985.3699,348.92,345.86,348.79,345.73,348.92,345.86
1985,6,31213,1985.4548,348.24,345.92,348.12,345.82,348.24,345.92
1985,7,31243,1985.537,346.53,345.8,346.62,345.91,346.53,345.8
1985,8,31274,1985.6219,344.64,346.03,344.58,346,344.64,346.03
1985,9,31305,1985.7068,343.06,346.21,342.91,346.08,343.06,346.21
1985,10,31335,1985.789,342.77,346.04,342.91,346.17,342.77,346.04
1985,11,31366,1985.874,344.21,346.26,344.23,346.26,344.21,346.26
1985,12,31396,1985.9562,345.53,346.37,345.53,346.35,345.53,346.37
1986,1,31427,1986.0411,346.28,346.23,346.51,346.45,346.28,346.23
1986,2,31458,1986.126,346.93,346.24,347.26,346.56,346.93,346.24
1986,3,31486,1986.2027,347.83,346.43,348.08,346.67,347.83,346.43
1986,4,31517,1986.2877,349.53,347.01,349.33,346.79,349.53,347.01
1986,5,31547,1986.3699,350.19,347.12,349.99,346.92,350.19,347.12
1986,6,31578,1986.4548,349.53,347.2,349.35,347.05,349.53,347.2
1986,7,31608,1986.537,347.92,347.18,347.88,347.17,347.92,347.18
1986,8,31639,1986.6219,345.88,347.27,345.88,347.3,345.88,347.27
1986,9,31670,1986.7068,344.83,348,344.25,347.43,344.83,348
1986,10,31700,1986.789,344.15,347.43,344.29,347.55,344.15,347.43
1986,11,31731,1986.874,345.64,347.69,345.65,347.69,345.64,347.69
1986,12,31761,1986.9562,346.88,347.72,346.99,347.82,346.88,347.72
1987,1,31792,1987.0411,348,347.95,348.02,347.96,348,347.95
1987,2,31823,1987.126,348.47,347.77,348.82,348.11,348.47,347.77
1987,3,31851,1987.2027,349.4,348,349.68,348.26,349.4,348
1987,4,31882,1987.2877,350.97,348.44,350.98,348.44,350.97,348.44
1987,5,31912,1987.3699,351.84,348.75,351.69,348.61,351.84,348.75
1987,6,31943,1987.4548,351.25,348.91,351.11,348.8,351.25,348.91
1987,7,31973,1987.537,349.5,348.76,349.69,348.98,349.5,348.76
1987,8,32004,1987.6219,348.09,349.48,347.75,349.18,348.09,349.48
1987,9,32035,1987.7068,346.44,349.61,346.18,349.37,346.44,349.61
1987,10,32065,1987.789,346.09,349.38,346.29,349.56,346.09,349.38
1987,11,32096,1987.874,347.54,349.6,347.73,349.77,347.54,349.6
1987,12,32126,1987.9562,348.69,349.54,349.14,349.97,348.69,349.54
1988,1,32157,1988.041,350.16,350.12,350.23,350.17,350.16,350.12
1988,2,32188,1988.1257,351.47,350.77,351.09,350.38,351.47,350.77
1988,3,32217,1988.2049,351.96,350.52,352.02,350.58,351.96,350.52
1988,4,32248,1988.2896,353.33,350.77,353.36,350.78,353.33,350.77
1988,5,32278,1988.3716,353.97,350.88,354.06,350.97,353.97,350.88
1988,6,32309,1988.4563,353.55,351.23,353.45,351.15,353.55,351.23
1988,7,32339,1988.5383,352.14,351.43,352.01,351.33,352.14,351.43
1988,8,32370,1988.623,350.19,351.62,350.03,351.5,350.19,351.62
1988,9,32401,1988.7077,348.5,351.69,348.44,351.65,348.5,351.69
