,x,y
72,-2.5919732441471575,-4.805312244471921
73,-2.558528428093646,-5.369504407253398
74,-2.525083612040134,-4.437171109196206
75,-2.491638795986622,-5.074797374667527
76,-2.4581939799331103,-4.401868897942774
77,-2.4247491638795986,-3.8709480370426235
78,-2.391304347826087,-3.73656975378285
79,-2.3578595317725752,-3.4102945743881214
80,-2.3244147157190636,-5.009897240248489
81,-2.290969899665552,-4.329097343769474
82,-2.25752508361204,-3.693665318257521
83,-2.2240802675585285,-4.40187841033484
84,-2.190635451505017,-2.85933921633624
85,-2.157190635451505,-4.104011167303041
86,-2.1237458193979935,-4.204385884659721
87,-2.0903010033444818,-2.1637722289643784
88,-2.05685618729097,-2.9906338204849816
89,-2.0234113712374584,-2.758585168375083
90,-1.9899665551839467,-2.2545644043728204
91,-1.956521739130435,-2.8846913733782547
92,-1.9230769230769234,-2.9847822949303957
93,-1.8896321070234117,-2.5929994205605147
94,-1.8561872909699,-2.77927772322337
95,-1.8227424749163883,-2.71500722878401
96,-1.7892976588628766,-2.010241067993213
97,-1.7558528428093645,-1.656310417608073
98,-1.7224080267558528,-0.7787045703792018
99,-1.6889632107023411,-1.269951865892921
100,-1.6555183946488294,-1.792748804012821
101,-1.6220735785953178,-1.9537146428903247
102,-1.588628762541806,-1.1788960734769738
103,-1.5551839464882944,-1.5277154372456878
104,-1.5217391304347827,-1.1807087726330094
105,-1.488294314381271,-1.568517660472828
106,-1.4548494983277593,-1.3506035893989305
107,-1.4214046822742477,-1.391697769760479
108,-1.387959866220736,-1.047282746349446
109,-1.3545150501672243,-1.5772821642656252
110,-1.3210702341137126,-1.570785251369731
111,-1.287625418060201,-2.4194379754199202
112,-1.2541806020066892,-1.185078881556551
113,-1.2207357859531776,-1.914408856085967
114,-1.1872909698996659,-1.0601700787657118
115,-1.1538461538461542,-1.2815944343706038
116,-1.1204013377926425,-1.519087507875585
117,-1.0869565217391308,-1.4238067886295132
118,-1.0535117056856187,-1.6438780349509858
119,-1.020066889632107,-1.6223090507647782
120,-0.9866220735785953,-1.087078686084135
121,-0.9531772575250841,-1.5173404698624797
122,-0.919732441471572,-1.5562788624728698
123,-0.8862876254180607,-2.1418278301424962
124,-0.8528428093645486,-1.9259234491491926
125,-0.8193979933110374,-2.4156167655487257
126,-0.7859531772575252,-1.3251559408775493
127,-0.752508361204014,-1.6793890261642763
128,-0.7190635451505019,-2.0297116584088033
129,-0.6856187290969897,-1.4923405710697515
130,-0.6521739130434785,-1.632846009613218
131,-0.6187290969899664,-2.0211184496306935
132,-0.5852842809364551,-2.217881831090392
133,-0.551839464882943,-1.3434477416665287
134,-0.5183946488294318,-1.7481642321152326
135,-0.48494983277591963,-1.4218297444923564
136,-0.4515050167224084,-0.9642400092872935
137,-0.41806020066889626,-1.70266315254424
138,-0.384615384615385,-1.8298079531560891
139,-0.3511705685618729,-1.8367241904226752
140,-0.31772575250836166,-1.4706344679958105
141,-0.28428093645484953,-1.4433084677515662
142,-0.2508361204013383,-1.7518816168986122
143,-0.21739130434782616,-1.4509022323444576
144,-0.18394648829431492,-1.4237708901966324
145,-0.1505016722408028,-1.0520683358219507
146,-0.11705685618729156,-0.667107565897173
147,-0.08361204013377943,-0.5886674953043197
148,-0.05016722408026819,-0.6775625952018157
149,-0.016722408026756064,0.9846836509619961
150,0.016722408026756064,0.4517802664309152
151,0.0501672240802673,0.5006010640927224
152,0.08361204013377943,-0.18421100647615873
153,0.11705685618729067,0.37875709840619287
154,0.1505016722408028,1.1836477922281108
155,0.18394648829431404,0.39642399878223183
156,0.21739130434782616,0.7124193586625436
157,0.2508361204013374,1.182384197477731
158,0.28428093645484953,0.6713989809047876
159,0.31772575250836077,1.274450951826059
160,0.3511705685618729,1.553143722667457
161,0.38461538461538414,1.6995591203361307
162,0.41806020066889626,2.0234669747325276
163,0.4515050167224075,1.9457019612332904
164,0.48494983277591963,2.360545691627678
165,0.5183946488294309,1.5906123866048576
166,0.551839464882943,1.859388827635383
167,0.5852842809364542,1.7401020511193372
168,0.6187290969899664,1.6162257782761627
169,0.6521739130434776,1.2606821159072195
170,0.6856187290969897,2.0430388764224645
171,0.7190635451505019,1.662330670627664
172,0.7525083612040131,2.4611406877256683
173,0.7859531772575252,1.253465329713654
174,0.8193979933110365,2.602333158981674
175,0.8528428093645486,1.6141211682630345
176,0.8862876254180598,1.9364307898997652
177,0.919732441471572,2.030599961694973
178,0.9531772575250832,1.5494988196309636
179,0.9866220735785953,1.0758074888131886
180,1.0200668896321066,1.552207339783204
181,1.0535117056856187,1.604919429177967
182,1.08695652173913,1.3333485513235692
183,1.120401337792642,1.8945712789194569
184,1.1538461538461533,1.2566138414330135
185,1.1872909698996654,1.5406524404853896
186,1.2207357859531767,0.5330736677012181
187,1.2541806020066888,1.2606873376969794
188,1.2876254180602,0.9355046257550714
189,1.3210702341137122,1.3128779872238985
190,1.3545150501672234,1.2874848106399044
191,1.3879598662207355,1.6031251662584318
192,1.4214046822742468,1.543072748025539
193,1.454849498327759,0.9136056385692919
194,1.488294314381271,0.612453777025363
195,1.5217391304347823,1.0997520967804328
196,1.5551839464882944,1.9012860881991822
197,1.5886287625418056,1.1485754340483532
198,1.6220735785953178,1.182335352296918
199,1.655518394648829,3.0169882275133153
200,1.6889632107023411,1.734916616051607
201,1.7224080267558524,1.4755744291073905
202,1.7558528428093645,1.0420459334182426
203,1.7892976588628757,2.4507017557143023
204,1.8227424749163879,1.8611867314605468
205,1.856187290969899,2.1827667717589874
206,1.8896321070234112,2.388071446532565
207,1.9230769230769225,2.6088173895066666
208,1.9565217391304346,2.6211165439148685
209,1.9899665551839458,2.1780311793948126
210,2.023411371237458,2.8536503165000946
211,2.056856187290969,2.9411228690611684
212,2.0903010033444813,3.4831597253718996
213,2.1237458193979926,4.1837376233788035
214,2.1571906354515047,4.5578448014735065
215,2.190635451505017,3.4886458739686605
216,2.224080267558528,3.681304139466065
217,2.25752508361204,4.310766278752113
218,2.2909698996655514,3.59450365339081
219,2.3244147157190636,3.9825236292003225
220,2.357859531772575,3.8302134750229717
221,2.391304347826087,5.078307699143146
222,2.424749163879598,4.143829465853275
223,2.4581939799331103,3.716069871102355
224,2.4916387959866215,4.0299665372316404
225,2.5250836120401337,5.45493886582055
226,2.558528428093645,5.182681971943008
227,2.591973244147157,5.17348565231972
228,2.6254180602006683,4.87477879523013
229,2.6588628762541804,4.690408384606235
230,2.6923076923076916,6.639340931336671
231,2.7257525083612038,5.112897749542114
232,2.759197324414715,4.947203785190758
233,2.792642140468227,4.5304167002224744
234,2.8260869565217384,5.513651518454388
235,2.8595317725752505,5.442692650922263
236,2.8929765886287626,4.9630967609052234
237,2.926421404682274,4.241634389279237
238,2.959866220735786,5.139646117289144
239,2.993311036789297,5.18015105108955
240,3.0267558528428093,5.27063280895599
241,3.0602006688963215,4.761049843968934
242,3.093645484949832,5.179895453080157
243,3.127090301003344,4.965352381386266
244,3.160535117056856,4.768604010450766
245,3.193979933110368,4.325603132362003
246,3.2274247491638786,4.833247769037616
247,3.2608695652173907,4.965001813623925
248,3.294314381270903,4.236454731729646
249,3.327759197324415,4.2087163693574725
250,3.3612040133779253,3.822595174084512
251,3.3946488294314374,3.388416719809559
252,3.4280936454849495,5.05696645106742
253,3.4615384615384617,4.761756934740643
254,3.494983277591972,4.8615487614943635
255,3.528428093645484,4.614557121605502
256,3.5618729096989963,4.936091262417548
257,3.5953177257525084,4.408254404277195
258,3.6287625418060205,4.312879506437206
259,3.662207357859531,4.295432037476273
260,3.695652173913043,4.557371279896795
261,3.729096989966555,4.040390885252911
262,3.7625418060200673,4.692542998436527
263,3.7959866220735776,5.17447103318766
264,3.8294314381270897,5.735624901448761
265,3.862876254180602,5.8316936431583795
266,3.896321070234114,5.0987165756942785
267,3.9297658862876244,5.757807223192957
268,3.9632107023411365,6.08636225308439
269,3.9966555183946486,5.033503496010061
270,4.030100334448161,5.031456052475531
271,4.063545150501671,5.920430610451941
272,4.096989966555183,6.2027583129387756
273,4.130434782608695,6.1419152696496635
274,4.1638795986622075,5.568159510857342
275,4.197324414715718,6.870091033079695
276,4.23076923076923,6.612020089918684
277,4.264214046822742,5.769394173124921
278,4.297658862876254,6.5472339544915625
279,4.331103678929766,6.801129477791633
280,4.364548494983277,7.115814326994783
281,4.397993311036789,7.314097300906174
282,4.431438127090301,7.487299400104616
283,4.464882943143813,6.907759933614441
284,4.498327759197323,8.138754857688127
285,4.5317725752508355,7.573584031360379
286,4.565217391304348,7.852216707944286
287,4.59866220735786,8.67279663803172
288,4.63210702341137,6.938632740546129
289,4.665551839464882,8.543895611158147
290,4.698996655518394,8.684529212060736
291,4.7324414715719065,8.059800504661863
292,4.765886287625417,8.60945170862109
293,4.799331103678929,8.232467731487317
294,4.832775919732441,7.411797223660793
295,4.866220735785953,9.195919508646542
296,4.899665551839464,7.903161289593162
297,4.933110367892976,7.935815930850479
298,4.966555183946488,8.809675031622321
299,5.0,8.01053214752323
