CASENO,OFFENSE,EVENTDT,EVENTTM,CVLEGEND,CVDOW,InDbDate,Block_Location,BLKADDR,City,State
18017884,VANDALISM,03/27/2018 12:00:00 AM,20:55,VANDALISM,2,09/06/2018 03:30:08 AM,"2500 TELEGRAPH AVE
Berkeley, CA
(37.864827, -122.258577)",2500 TELEGRAPH AVE,Berkeley,CA
18044213,THEFT FROM AUTO,08/06/2018 12:00:00 AM,17:45,LARCENY - FROM VEHICLE,1,09/06/2018 03:30:10 AM,"2800 ADELINE ST
Berkeley, CA
(37.858116, -122.268002)",2800 ADELINE ST,Berkeley,CA
18041303,NARCOTICS,07/22/2018 12:00:00 AM,19:46,DRUG VIOLATION,0,09/06/2018 03:30:08 AM,"SAN PABLO AVENUE &amp; HEARST AVE
Berkeley, CA
(37.870417, -122.292485)",SAN PABLO AVENUE & HEARST AVE,Berkeley,CA
18030201,VEHICLE RECOVERED,05/27/2018 12:00:00 AM,19:36,RECOVERED VEHICLE,0,09/06/2018 03:30:13 AM,"1300 SAN PABLO AVE
Berkeley, CA
(37.880228, -122.295798)",1300 SAN PABLO AVE,Berkeley,CA
18018924,ASSAULT/BATTERY MISD.,04/01/2018 12:00:00 AM,21:20,ASSAULT,0,09/06/2018 03:30:11 AM,"1200 BERKELEY WAY
Berkeley, CA
(37.87039, -122.28811)",1200 BERKELEY WAY,Berkeley,CA
18040820,BURGLARY RESIDENTIAL,07/20/2018 12:00:00 AM,12:15,BURGLARY - RESIDENTIAL,5,09/06/2018 03:30:09 AM,"1500 HOLLY ST
Berkeley, CA
(37.877678, -122.281631)",1500 HOLLY ST,Berkeley,CA
18016815,BURGLARY RESIDENTIAL,03/22/2018 12:00:00 AM,17:30,BURGLARY - RESIDENTIAL,4,09/06/2018 03:30:08 AM,"2100 ALLSTON WAY
Berkeley, CA
(37.86939, -122.267883)",2100 ALLSTON WAY,Berkeley,CA
18035941,FRAUD/FORGERY,06/25/2018 12:00:00 AM,16:00,FRAUD,1,09/06/2018 03:30:13 AM,"2100 OXFORD ST
Berkeley, CA
(37.87091, -122.265993)",2100 OXFORD ST,Berkeley,CA
18042626,BURGLARY RESIDENTIAL,07/29/2018 12:00:00 AM,10:00,BURGLARY - RESIDENTIAL,0,09/06/2018 03:30:09 AM,"2500 BENVENUE AVE
Berkeley, CA
(37.865535, -122.255235)",2500 BENVENUE AVE,Berkeley,CA
18015239,THEFT FELONY (OVER $950),03/15/2018 12:00:00 AM,06:34,LARCENY,4,09/06/2018 03:30:08 AM,"GRAYSON STREET &amp; NINTH ST
Berkeley, CA
(37.855748, -122.290281)",GRAYSON STREET & NINTH ST,Berkeley,CA
18020667,BURGLARY AUTO,04/10/2018 12:00:00 AM,07:15,BURGLARY - VEHICLE,2,09/06/2018 03:30:12 AM,"200 UNIVERSITY AVE
Berkeley, CA
(37.865511, -122.309967)",200 UNIVERSITY AVE,Berkeley,CA
18090903,BURGLARY AUTO,06/04/2018 12:00:00 AM,15:25,BURGLARY - VEHICLE,1,09/06/2018 03:30:13 AM,"1000 ASHBY AVE
Berkeley, CA
(37.851653, -122.289194)",1000 ASHBY AVE,Berkeley,CA
18090887,BURGLARY AUTO,05/30/2018 12:00:00 AM,20:00,BURGLARY - VEHICLE,3,09/06/2018 03:30:13 AM,"2000 BLAKE ST
Berkeley, CA
(37.862781, -122.269376)",2000 BLAKE ST,Berkeley,CA
18026531,THEFT MISD. (UNDER $950),05/09/2018 12:00:00 AM,01:00,LARCENY,3,09/06/2018 03:30:13 AM,"1000 VIRGINIA ST
Berkeley, CA
(37.872992, -122.295801)",1000 VIRGINIA ST,Berkeley,CA
18019986,VEHICLE STOLEN,04/06/2018 12:00:00 AM,20:00,MOTOR VEHICLE THEFT,5,09/06/2018 03:30:12 AM,"2300 EUNICE ST
Berkeley, CA
(37.886231, -122.265495)",2300 EUNICE ST,Berkeley,CA
18030417,THEFT MISD. (UNDER $950),05/15/2018 12:00:00 AM,00:00,LARCENY,2,09/06/2018 03:30:13 AM,"1300 SHATTUCK AVE
Berkeley, CA
(37.883621, -122.269734)",1300 SHATTUCK AVE,Berkeley,CA
18090904,BURGLARY RESIDENTIAL,05/27/2018 12:00:00 AM,15:35,BURGLARY - RESIDENTIAL,0,09/06/2018 03:30:13 AM,"1900 SAN ANTONIO AVE
Berkeley, CA
(37.89925, -122.277331)",1900 SAN ANTONIO AVE,Berkeley,CA
18036550,ROBBERY,06/29/2018 12:00:00 AM,07:14,ROBBERY,5,09/06/2018 03:30:13 AM,"FOURTH STREET &amp; CHANNING WAY
Berkeley, CA
(37.861313, -122.297894)",FOURTH STREET & CHANNING WAY,Berkeley,CA
18043220,BURGLARY AUTO,08/01/2018 12:00:00 AM,20:40,BURGLARY - VEHICLE,3,09/06/2018 03:30:10 AM,"1000 GILMAN ST
Berkeley, CA
(37.88014, -122.297498)",1000 GILMAN ST,Berkeley,CA
18090840,VANDALISM,05/21/2018 12:00:00 AM,08:45,VANDALISM,1,09/06/2018 03:30:13 AM,"SIXTH STREET &amp; BANCROFT WAY
Berkeley, CA
(37.863501, -122.296225)",SIXTH STREET & BANCROFT WAY,Berkeley,CA
18044685,VANDALISM,08/08/2018 12:00:00 AM,22:00,VANDALISM,3,09/06/2018 03:30:10 AM,"2400 SHATTUCK AVE
Berkeley, CA
(37.865772, -122.267643)",2400 SHATTUCK AVE,Berkeley,CA
18038217,BURGLARY AUTO,07/07/2018 12:00:00 AM,10:30,BURGLARY - VEHICLE,6,09/06/2018 03:30:09 AM,"100 SPINNAKER WAY
Berkeley, CA
(37.870287, -122.316238)",100 SPINNAKER WAY,Berkeley,CA
18014750,ROBBERY,03/11/2018 12:00:00 AM,23:00,ROBBERY,0,09/06/2018 03:30:08 AM,"3000 ADELINE ST
Berkeley, CA
(37.85488, -122.269079)",3000 ADELINE ST,Berkeley,CA
18016240,THEFT MISD. (UNDER $950),03/19/2018 12:00:00 AM,17:54,LARCENY,1,09/06/2018 03:30:08 AM,"2400 ASHBY AVE
Berkeley, CA
(37.856111, -122.260248)",2400 ASHBY AVE,Berkeley,CA
18090915,BURGLARY AUTO,06/06/2018 12:00:00 AM,18:45,BURGLARY - VEHICLE,3,09/06/2018 03:30:13 AM,"900 MURRAY ST
Berkeley, CA
(37.850809, -122.291042)",900 MURRAY ST,Berkeley,CA
18091269,VANDALISM,08/06/2018 12:00:00 AM,21:45,VANDALISM,1,09/06/2018 03:30:10 AM,"2320 SHATTUCK AVE
Berkeley, CA
(37.867221, -122.267807)",2320 SHATTUCK AVE,Berkeley,CA
18031063,VEHICLE STOLEN,04/01/2018 12:00:00 AM,00:00,MOTOR VEHICLE THEFT,0,09/06/2018 03:30:13 AM,"2700 SHATTUCK AVE
Berkeley, CA
(37.859802, -122.267177)",2700 SHATTUCK AVE,Berkeley,CA
18035884,BRANDISHING,06/25/2018 12:00:00 AM,20:45,WEAPONS OFFENSE,1,09/06/2018 03:30:13 AM,"BERKELEY WAY &amp; MILVIA ST
Berkeley, CA
(37.872691, -122.270741)",BERKELEY WAY & MILVIA ST,Berkeley,CA
18016296,DISTURBANCE,03/20/2018 12:00:00 AM,00:20,DISORDERLY CONDUCT,2,09/06/2018 03:30:08 AM,"2500 BENVENUE AVE
Berkeley, CA
(37.865535, -122.255235)",2500 BENVENUE AVE,Berkeley,CA
18026044,NARCOTICS,05/06/2018 12:00:00 AM,21:46,DRUG VIOLATION,0,09/06/2018 03:30:13 AM,"1600 RUSSELL ST
Berkeley, CA
(37.85525, -122.277126)",1600 RUSSELL ST,Berkeley,CA
18015441,ASSAULT/BATTERY MISD.,03/16/2018 12:00:00 AM,06:20,ASSAULT,5,09/06/2018 03:30:12 AM,"2000 ALLSTON WAY
Berkeley, CA
(37.869105, -122.270064)",2000 ALLSTON WAY,Berkeley,CA
18017886,FRAUD/FORGERY,03/27/2018 12:00:00 AM,10:15,FRAUD,2,09/06/2018 03:30:08 AM,"1000 GILMAN ST
Berkeley, CA
(37.88014, -122.297498)",1000 GILMAN ST,Berkeley,CA
18045695,BURGLARY RESIDENTIAL,08/06/2018 12:00:00 AM,00:00,BURGLARY - RESIDENTIAL,1,09/06/2018 03:30:10 AM,"1200 QUEENS RD
Berkeley, CA
(37.888053, -122.253497)",1200 QUEENS RD,Berkeley,CA
18018661,ASSAULT/BATTERY FEL.,03/31/2018 12:00:00 AM,14:44,ASSAULT,6,09/06/2018 03:30:11 AM,"2100 MILVIA ST
Berkeley, CA
(37.870603, -122.270612)",2100 MILVIA ST,Berkeley,CA
18032781,VANDALISM,06/09/2018 12:00:00 AM,21:20,VANDALISM,6,09/06/2018 03:30:13 AM,"2500 DURANT AVE
Berkeley, CA
(37.867852, -122.258699)",2500 DURANT AVE,Berkeley,CA
18032279,THEFT FELONY (OVER $950),06/07/2018 12:00:00 AM,03:46,LARCENY,4,09/06/2018 03:30:13 AM,"3000 SHATTUCK AVE
Berkeley, CA
(37.855026, -122.266475)",3000 SHATTUCK AVE,Berkeley,CA
18091235,THEFT MISD. (UNDER $950),08/04/2018 12:00:00 AM,13:05,LARCENY,6,09/06/2018 03:30:10 AM,"1988 MARTIN LUTHER KING JR WAY 315
Berkeley, CA
(37.872059, -122.27307)",1988 MARTIN LUTHER KING JR WAY 315,Berkeley,CA
18018830,ASSAULT/BATTERY MISD.,04/01/2018 12:00:00 AM,11:13,ASSAULT,0,09/06/2018 03:30:11 AM,"UNIVERSITY AVENUE &amp; ACTON ST
Berkeley, CA
(37.870054, -122.284263)",UNIVERSITY AVENUE & ACTON ST,Berkeley,CA
18091045,BURGLARY AUTO,07/01/2018 12:00:00 AM,19:30,BURGLARY - VEHICLE,0,09/06/2018 03:30:13 AM,"2200 MILVIA ST
Berkeley, CA
(37.868574, -122.270415)",2200 MILVIA ST,Berkeley,CA
18018557,ASSAULT/BATTERY MISD.,03/31/2018 12:00:00 AM,01:50,ASSAULT,6,09/06/2018 03:30:11 AM,"2400 DURANT AVE
Berkeley, CA
(37.867513, -122.26127)",2400 DURANT AVE,Berkeley,CA
18025340,THEFT MISD. (UNDER $950),04/28/2018 12:00:00 AM,01:00,LARCENY,6,09/06/2018 03:30:13 AM,"2400 SHATTUCK AVE
Berkeley, CA
(37.865772, -122.267643)",2400 SHATTUCK AVE,Berkeley,CA
18091049,VANDALISM,07/02/2018 12:00:00 AM,00:00,VANDALISM,1,09/06/2018 03:30:13 AM,"1400 EIGHTH ST
Berkeley, CA
(37.87783, -122.298557)",1400 EIGHTH ST,Berkeley,CA
18029907,NARCOTICS,05/26/2018 12:00:00 AM,09:12,DRUG VIOLATION,6,09/06/2018 03:30:13 AM,"SHATTUCK AVENUE &amp; VINE ST
Berkeley, CA
(37.88024, -122.269235)",SHATTUCK AVENUE & VINE ST,Berkeley,CA
18027069,DOMESTIC VIOLENCE,05/11/2018 12:00:00 AM,15:30,FAMILY OFFENSE,5,09/06/2018 03:30:13 AM,"2400 STUART ST
Berkeley, CA
(37.859539, -122.259172)",2400 STUART ST,Berkeley,CA
18090615,BURGLARY AUTO,04/08/2018 12:00:00 AM,18:25,BURGLARY - VEHICLE,0,09/06/2018 03:30:12 AM,"2400 CHANNING WAY
Berkeley, CA
(37.866622, -122.26108)",2400 CHANNING WAY,Berkeley,CA
18043478,ROBBERY,08/03/2018 12:00:00 AM,08:50,ROBBERY,5,09/06/2018 03:30:10 AM,"2700 COLLEGE AVE
Berkeley, CA
(37.861645, -122.253508)",2700 COLLEGE AVE,Berkeley,CA
18090725,VANDALISM,04/18/2018 12:00:00 AM,06:00,VANDALISM,3,09/06/2018 03:30:12 AM,"900 SPRUCE ST
Berkeley, CA
(37.893104, -122.267605)",900 SPRUCE ST,Berkeley,CA
18033871,DISTURBANCE,06/15/2018 12:00:00 AM,17:19,DISORDERLY CONDUCT,5,09/06/2018 03:30:13 AM,"600 SAN FERNANDO AVE
Berkeley, CA
(37.898744, -122.276666)",600 SAN FERNANDO AVE,Berkeley,CA
18090532,THEFT MISD. (UNDER $950),03/17/2018 12:00:00 AM,09:10,LARCENY,6,09/06/2018 03:30:11 AM,"2400 SACRAMENTO ST
Berkeley, CA
(37.863839, -122.281391)",2400 SACRAMENTO ST,Berkeley,CA
18019104,DOMESTIC VIOLENCE,04/02/2018 12:00:00 AM,19:00,FAMILY OFFENSE,1,09/06/2018 03:30:11 AM,"2000 WOOLSEY ST
Berkeley, CA
(37.852174, -122.267824)",2000 WOOLSEY ST,Berkeley,CA
18027906,BURGLARY AUTO,05/15/2018 12:00:00 AM,21:51,BURGLARY - VEHICLE,2,09/06/2018 03:30:13 AM,"ALCATRAZ AVENUE &amp; ELLIS ST
Berkeley, CA
(37.848585, -122.272612)",ALCATRAZ AVENUE & ELLIS ST,Berkeley,CA
18091098,THEFT FELONY (OVER $950),07/03/2018 12:00:00 AM,08:00,LARCENY,2,09/06/2018 03:30:09 AM,"1900 SHATTUCK AVE
Berkeley, CA
(37.873687, -122.268616)",1900 SHATTUCK AVE,Berkeley,CA
18027905,BURGLARY AUTO,05/15/2018 12:00:00 AM,21:25,BURGLARY - VEHICLE,2,09/06/2018 03:30:13 AM,"2100 BANCROFT WAY
Berkeley, CA
(37.867601, -122.267718)",2100 BANCROFT WAY,Berkeley,CA
18033918,ASSAULT/BATTERY MISD.,06/15/2018 12:00:00 AM,21:05,ASSAULT,5,09/06/2018 03:30:13 AM,"2800 ELLSWORTH ST
Berkeley, CA
(37.859195, -122.261915)",2800 ELLSWORTH ST,Berkeley,CA
18019781,DOMESTIC VIOLENCE,03/26/2018 12:00:00 AM,00:00,FAMILY OFFENSE,1,09/06/2018 03:30:12 AM,"2600 DANA ST
Berkeley, CA
(37.863072, -122.260352)",2600 DANA ST,Berkeley,CA
18090996,BURGLARY AUTO,06/21/2018 12:00:00 AM,01:00,BURGLARY - VEHICLE,4,09/06/2018 03:30:13 AM,"400 OAKVALE AVE
Berkeley, CA
",400 OAKVALE AVE,Berkeley,CA
18024645,BURGLARY RESIDENTIAL,04/29/2018 12:00:00 AM,18:00,BURGLARY - RESIDENTIAL,0,09/06/2018 03:30:12 AM,"2500 PARKER ST
Berkeley, CA
(37.863369, -122.257622)",2500 PARKER ST,Berkeley,CA
18033644,FRAUD/FORGERY,06/07/2018 12:00:00 AM,08:00,FRAUD,4,09/06/2018 03:30:13 AM,"200 MENLO PL
Berkeley, CA
",200 MENLO PL,Berkeley,CA
18040724,THEFT MISD. (UNDER $950),07/19/2018 12:00:00 AM,23:00,LARCENY,4,09/06/2018 03:30:08 AM,"1900 CHESTNUT ST
Berkeley, CA
(37.870972, -122.288185)",1900 CHESTNUT ST,Berkeley,CA
18090976,BURGLARY AUTO,06/18/2018 12:00:00 AM,20:00,BURGLARY - VEHICLE,1,09/06/2018 03:30:13 AM,"2500 REGENT ST
Berkeley, CA
(37.865202, -122.257795)",2500 REGENT ST,Berkeley,CA
18042166,NARCOTICS,07/26/2018 12:00:00 AM,23:30,DRUG VIOLATION,4,09/06/2018 03:30:09 AM,"SAN PABLO AVENUE &amp; MURRAY ST
Berkeley, CA
(37.851715, -122.286606)",SAN PABLO AVENUE & MURRAY ST,Berkeley,CA
18020720,VEHICLE STOLEN,04/09/2018 12:00:00 AM,00:15,MOTOR VEHICLE THEFT,1,09/06/2018 03:30:12 AM,"1400 WARD ST
Berkeley, CA
(37.857533, -122.282557)",1400 WARD ST,Berkeley,CA
18032643,BURGLARY AUTO,06/08/2018 12:00:00 AM,14:30,BURGLARY - VEHICLE,5,09/06/2018 03:30:13 AM,"Berkeley, CA
(37.869058, -122.270455)",,Berkeley,CA
18090668,THEFT FELONY (OVER $950),04/17/2018 12:00:00 AM,14:28,LARCENY,2,09/06/2018 03:30:12 AM,"2100 MILVIA ST
Berkeley, CA
(37.870603, -122.270612)",2100 MILVIA ST,Berkeley,CA
18029135,ASSAULT/BATTERY MISD.,05/22/2018 12:00:00 AM,13:05,ASSAULT,2,09/06/2018 03:30:13 AM,"1900 HEARST AVE
Berkeley, CA
(37.873327, -122.273214)",1900 HEARST AVE,Berkeley,CA
18038655,DISTURBANCE,07/05/2018 12:00:00 AM,00:01,DISORDERLY CONDUCT,4,09/06/2018 03:30:13 AM,"700 HARRISON ST
Berkeley, CA
(37.88055, -122.304962)",700 HARRISON ST,Berkeley,CA
18014355,ALCOHOL OFFENSE,03/10/2018 12:00:00 AM,22:47,LIQUOR LAW VIOLATION,6,09/06/2018 03:30:08 AM,"UNIVERSITY AVENUE &amp; M L KING JR WAY
Berkeley, CA
",UNIVERSITY AVENUE & M L KING JR WAY,Berkeley,CA
18090854,BURGLARY AUTO,05/24/2018 12:00:00 AM,05:30,BURGLARY - VEHICLE,4,09/06/2018 03:30:13 AM,"2700 FOREST AVE
Berkeley, CA
(37.861409, -122.253481)",2700 FOREST AVE,Berkeley,CA
18039764,THEFT MISD. (UNDER $950),07/15/2018 12:00:00 AM,10:59,LARCENY,0,09/06/2018 03:30:13 AM,"1500 SHATTUCK AVE
Berkeley, CA
(37.880227, -122.26936)",1500 SHATTUCK AVE,Berkeley,CA
18023200,SEXUAL ASSAULT FEL.,04/23/2018 12:00:00 AM,03:00,SEX CRIME,1,09/06/2018 03:30:12 AM,"2500 DURANT AVE
Berkeley, CA
(37.867852, -122.258699)",2500 DURANT AVE,Berkeley,CA
18033436,ASSAULT/BATTERY FEL.,06/13/2018 12:00:00 AM,11:30,ASSAULT,3,09/06/2018 03:30:13 AM,"2100 ESSEX ST
Berkeley, CA
(37.853861, -122.26598)",2100 ESSEX ST,Berkeley,CA
18042789,VANDALISM,07/30/2018 12:00:00 AM,13:30,VANDALISM,1,09/06/2018 03:30:10 AM,"2100 CENTER ST
Berkeley, CA
(37.870308, -122.26805)",2100 CENTER ST,Berkeley,CA
18041314,DISTURBANCE,07/22/2018 12:00:00 AM,20:39,DISORDERLY CONDUCT,0,09/06/2018 03:30:09 AM,"2300 DERBY ST
Berkeley, CA
(37.860993, -122.262104)",2300 DERBY ST,Berkeley,CA
18028183,THEFT MISD. (UNDER $950),05/17/2018 12:00:00 AM,09:34,LARCENY,4,09/06/2018 03:30:13 AM,"2800 ADELINE ST
Berkeley, CA
(37.858116, -122.268002)",2800 ADELINE ST,Berkeley,CA
18016315,DISTURBANCE,03/20/2018 12:00:00 AM,06:00,DISORDERLY CONDUCT,2,09/06/2018 03:30:08 AM,"2100 SHATTUCK AVE
Berkeley, CA
(37.871167, -122.268285)",2100 SHATTUCK AVE,Berkeley,CA
18014501,VANDALISM,03/11/2018 12:00:00 AM,18:00,VANDALISM,0,09/06/2018 03:30:08 AM,"Berkeley, CA
(37.869058, -122.270455)",,Berkeley,CA
18046114,DISTURBANCE,08/16/2018 12:00:00 AM,12:41,DISORDERLY CONDUCT,4,09/06/2018 03:30:10 AM,"2500 DURANT AVE
Berkeley, CA
(37.867852, -122.258699)",2500 DURANT AVE,Berkeley,CA
18090749,VANDALISM,04/15/2018 12:00:00 AM,10:30,VANDALISM,0,09/06/2018 03:30:13 AM,"100 SPINNAKER WAY
Berkeley, CA
(37.870287, -122.316238)",100 SPINNAKER WAY,Berkeley,CA
18025626,DOMESTIC VIOLENCE,05/04/2018 12:00:00 AM,17:50,FAMILY OFFENSE,5,09/06/2018 03:30:13 AM,"3000 ACTON ST
Berkeley, CA
(37.85306, -122.281362)",3000 ACTON ST,Berkeley,CA
18014854,ASSAULT/BATTERY MISD.,03/13/2018 12:00:00 AM,14:55,ASSAULT,2,09/06/2018 03:30:08 AM,"NINTH STREET &amp; CHANNING WAY
Berkeley, CA
(37.862405, -122.29242)",NINTH STREET & CHANNING WAY,Berkeley,CA
18031105,BURGLARY COMMERCIAL,06/01/2018 12:00:00 AM,11:30,BURGLARY - COMMERCIAL,5,09/06/2018 03:30:13 AM,"3100 SAN PABLO AVE
Berkeley, CA
(37.850675, -122.286265)",3100 SAN PABLO AVE,Berkeley,CA
18019369,BURGLARY AUTO,04/03/2018 12:00:00 AM,16:00,BURGLARY - VEHICLE,2,09/06/2018 03:30:11 AM,"THOUSAND OAKS BOULEVARD &amp; ARLINGTON AVE
Berkeley, CA
(37.897324, -122.276028)",THOUSAND OAKS BOULEVARD & ARLINGTON AVE,Berkeley,CA
18019864,VEHICLE STOLEN,04/06/2018 12:00:00 AM,19:00,MOTOR VEHICLE THEFT,5,09/06/2018 03:30:12 AM,"2800 CLAREMONT BLVD
Berkeley, CA
(37.860718, -122.245988)",2800 CLAREMONT BLVD,Berkeley,CA
18020602,THEFT FELONY (OVER $950),04/10/2018 12:00:00 AM,13:11,LARCENY,2,09/06/2018 03:30:12 AM,"200 TUNNEL RD
Berkeley, CA
(37.854018, -122.236384)",200 TUNNEL RD,Berkeley,CA
18031701,FRAUD/FORGERY,05/29/2018 12:00:00 AM,12:23,FRAUD,2,09/06/2018 03:30:13 AM,"2000 PARKER ST
Berkeley, CA
(37.861843, -122.269644)",2000 PARKER ST,Berkeley,CA
18035623,THEFT MISD. (UNDER $950),06/24/2018 12:00:00 AM,12:00,LARCENY,0,09/06/2018 03:30:13 AM,"900 PAGE ST
Berkeley, CA
(37.876644, -122.299354)",900 PAGE ST,Berkeley,CA
18020888,BURGLARY AUTO,04/11/2018 12:00:00 AM,19:00,BURGLARY - VEHICLE,3,09/06/2018 03:30:12 AM,"1000 GILMAN ST
Berkeley, CA
(37.88014, -122.297498)",1000 GILMAN ST,Berkeley,CA
18091050,BURGLARY AUTO,07/02/2018 12:00:00 AM,04:00,BURGLARY - VEHICLE,1,09/06/2018 03:30:13 AM,"1200 MONTEREY AVE
Berkeley, CA
(37.882561, -122.28212)",1200 MONTEREY AVE,Berkeley,CA
18015927,DOMESTIC VIOLENCE,03/18/2018 12:00:00 AM,07:33,FAMILY OFFENSE,0,09/06/2018 03:30:08 AM,"2100 ALLSTON WAY
Berkeley, CA
(37.86939, -122.267883)",2100 ALLSTON WAY,Berkeley,CA
18091257,VANDALISM,08/05/2018 12:00:00 AM,04:45,VANDALISM,0,09/06/2018 03:30:10 AM,"2100 FIFTH ST
Berkeley, CA
(37.86626, -122.298335)",2100 FIFTH ST,Berkeley,CA
18042015,DISTURBANCE,07/23/2018 12:00:00 AM,15:00,DISORDERLY CONDUCT,1,09/06/2018 03:30:09 AM,"2100 ALLSTON WAY
Berkeley, CA
(37.86939, -122.267883)",2100 ALLSTON WAY,Berkeley,CA
18039179,VEHICLE STOLEN,07/11/2018 12:00:00 AM,19:30,MOTOR VEHICLE THEFT,3,09/06/2018 03:30:09 AM,"LE CONTE AVENUE &amp; LE ROY AVE
Berkeley, CA
(37.87718, -122.258706)",LE CONTE AVENUE & LE ROY AVE,Berkeley,CA
18015165,BURGLARY AUTO,03/14/2018 12:00:00 AM,18:30,BURGLARY - VEHICLE,3,09/06/2018 03:30:08 AM,"1300 TENTH ST
Berkeley, CA
(37.879968, -122.296885)",1300 TENTH ST,Berkeley,CA
18040634,ROBBERY,07/19/2018 12:00:00 AM,17:54,ROBBERY,4,09/06/2018 03:30:14 AM,"2400 ELLSWORTH ST
Berkeley, CA
(37.866074, -122.26331)",2400 ELLSWORTH ST,Berkeley,CA
18045625,VANDALISM,08/14/2018 12:00:00 AM,00:00,VANDALISM,2,09/06/2018 03:30:10 AM,"1900 MILVIA ST
Berkeley, CA
(37.873607, -122.270903)",1900 MILVIA ST,Berkeley,CA
18090907,THEFT MISD. (UNDER $950),05/06/2018 12:00:00 AM,14:10,LARCENY,0,09/06/2018 03:30:13 AM,"3000 ADELINE ST
Berkeley, CA
(37.85488, -122.269079)",3000 ADELINE ST,Berkeley,CA
18035958,THEFT MISD. (UNDER $950),06/22/2018 12:00:00 AM,09:15,LARCENY,5,09/06/2018 03:30:13 AM,"1400 KAINS AVE
Berkeley, CA
(37.878772, -122.294276)",1400 KAINS AVE,Berkeley,CA
18014817,THEFT MISD. (UNDER $950),03/13/2018 12:00:00 AM,11:42,LARCENY,2,09/06/2018 03:30:08 AM,"2000 OREGON ST
Berkeley, CA
(37.857377, -122.268709)",2000 OREGON ST,Berkeley,CA
18038130,VANDALISM,07/06/2018 12:00:00 AM,17:00,VANDALISM,5,09/06/2018 03:30:09 AM,"3000 BOISE ST
Berkeley, CA
",3000 BOISE ST,Berkeley,CA
