"business id column","name","address","city","state","postal_code","latitude","longitude","phone_number"
"100202","FACEBOOK INC.","181 FREMONT ST FL 5TH","San Francisco","CA","94105","-9999","-9999","+14150799045"
"100203","FACEBOOK, INC.","181 FREMONT ST FL 6TH","San Francisco","CA","94105","-9999","-9999","+14150799045"
"100204","CUIA ACAI & POSITIVE FOOD","1 MARKET ST STE 8","San Francisco","CA","94105","-9999","-9999","+14158609815"
"100205","HUNAN EMPIRE","2001 UNION ST #107","San Francisco","CA","94123","-9999","-9999","+14155774735"
"100210","KING OF THAI NOODLE HOUSE","184 O'FARRELL ST","San Francisco","CA","94102","-9999","-9999","+14155821999"
"100211","THE EAGLE CAFE","39 PIER A201","San Francisco","CA","94133","-9999","-9999","+14155985872"
"100212","BELCAMPO MEAT CO","475 06TH ST","San Francisco","CA","94103","-9999","-9999","+14157800656"
"100214","REAL KABOB","475 06TH St 23","San Francisco","CA","94103","-9999","-9999","+14158705851"
"100215","CHICKEN N WAFFLES PLACE","1968 LOMBARD ST","San Francisco","CA","94123","-9999","-9999","+14156425140"
"100216","BUNN MIKE","300 DE HARO ST","San Francisco","CA","94103","-9999","-9999","+14155299775"
"100219","NAYA CAFE","5338 geary BLVD","San Francisco","CA","94121","-9999","-9999","+14155995527"
"100238","PEACHES PATTIES LLC","2948 FOLSOM ST","San Francisco","CA","94110","-9999","-9999","-9999"
"100239","HUNTINGTON HOTEL SAN FRANCISCO","1075 CALIFORNIA ST","San Francisco","CA","94108","-9999","-9999","+14155342803"
"100240","U :DESSERT STORY","2120 GREENWICH ST","San Francisco","CA","94123","-9999","-9999","+14155333435"
"100241","Taqueria San Marcos","2380 San Bruno Ave","San Francisco","CA","94134","-9999","-9999","-9999"
"100252","BITE ME SANDWICHES","701 COLE ST","San Francisco","CA","94117","-9999","-9999","+14155665282"
"100253","BISTRO LOVESSY, LLC","832 CLEMENT ST","San Francisco","CA","94118","-9999","-9999","+14155827593"
"100255","H&M FOOD MART","2400 SAN BRUNO AVE","San Francisco","CA","94134","-9999","-9999","+14159277470"
"100274","THE OLYMPIC CAFE","555 GEARY ST","San Francisco","CA","94102","-9999","-9999","+14155718182"
"100275","LITTLE CREATURES BREWING COMPANY","1000 A 03RD St","San Francisco","CA","94158","-9999","-9999","+14153334433"
"100277","COAST TO COAST ACAI AND GRANOLA","160 14TH STREET","San Francisco","CA","94103","-9999","-9999","+14159230622"
"100278","KINARA KITCHEN, INC.","607 GEARY ST","San Francisco","CA","94102","-9999","-9999","-9999"
"100288","THE MEAT HOUSE","4217 GEARY BLVD","San Francisco","CA","94118","-9999","-9999","+14155706565"
"1003","RINCON PERUANO RESTAURANT","3364 26th St","San Francisco","CA","94110","37.749128","-122.417402","+14155897712"
"10030","Marshall Elementary School","1575 15th St","San Francisco","CA","94103","37.766864","-122.419014","+14155246280"
"100328","OTORO","205 OAK ST","San Francisco","CA","94102","-9999","-9999","+14155602832"
"100330","Wok In China Express","4543 MISSION ST","San Francisco","CA","94112","-9999","-9999","-9999"
"100331","8090 FRIENDSHIP RESTAURANT","2428 CLEMENT ST","San Francisco","CA","94121","-9999","-9999","+14155508888"
"100333","23RD & GUERRERO LIQUOR STORE","3558 23RD ST","San Francisco","CA","94110","-9999","-9999","+14152619573"
"100334","SSAL","2226 POLK ST.","San Francisco","CA","94109","-9999","-9999","+14155301624"
"100362","BON APPETIKKA","4166 24TH ST","San Francisco","CA","94114","-9999","-9999","+14155647736"
"100367","Buena Fe #2","490 Illinois St","San Francisco","CA","94107","-9999","-9999","-9999"
"100373","L'AMOUR DE SAIGON","321 W  PORTAL AVE STE A","San Francisco","CA","94127","-9999","-9999","+14155408931"
"100374","THE NATURAL SHOP, INC.","4101 CALIFORNIA ST","San Francisco","CA","94118","-9999","-9999","-9999"
"100378","Roadside Rotisserie (#4)","601 Mission Bay Blvd","San Francisco","CA","94158","-9999","-9999","-9999"
"100403","CHINATOWN TAIWANESE FRUIT TEA","870 WASHINGTON ST","San Francisco","CA","94108","-9999","-9999","-9999"
"100404","CHICKEN COUP LLC","475 06TH ST","San Francisco","CA","94103","-9999","-9999","-9999"
"100405","MR NICE","1760 CESAR CHAVEZ ST UNIT L","San Francisco","CA","94124","-9999","-9999","+14155847217"
"100406","FLAVAS JAMAICAN GRILL-SF","475 06th  STREET  UNIT 25","San Francisco","CA","94103","-9999","-9999","+14157221413"
"100416","MI FAMILIA TAQUERIA","1797 HAIGHT ST","San Francisco","CA","94117","-9999","-9999","+14155356861"
"100417","COMPASS ONE, LLC","1 MARKET ST. FL","San Francisco","CA","94105-1420","-9999","-9999","+14154324000"
"100418","COOKLINES INC.","475 06TH ST","San Francisco","CA","94103","-9999","-9999","-9999"
"100440","NICKIES IRISH PUB","466 HAIGHT","San Francisco","CA","94117","-9999","-9999","+14155591478"
"100441","SNEAKY'S BBQ","475 06TH STREET","San Francisco","CA","94103","-9999","-9999","+14155919533"
"100457","BUTTERFIELD ROAD CATERING & EVENTS","3200 CALIFORNIA ST","San Francisco","CA","94118","-9999","-9999","+14155757375"
"100459","GOTT'S ROADSIDE","475 06TH ST UNIT 14","San Francisco","CA","94103","-9999","-9999","-9999"
"100460","QUICKY BURGERS","4092 18TH ST","San Francisco","CA","94114","-9999","-9999","+14155297866"
"100461","MATCHA CAFE MAIKO","3251 20TH AVE 250K","San Francisco","CA","94132","-9999","-9999","-9999"
"100475","PENINSULA CATERING AND EVENTS","2594 OAKDALE AVE","San Francisco","CA","94124","-9999","-9999","+14155827786"
"100476","STARBUCKS COFFEE#47903","299 FREMONT ST","San Francisco","CA","94105","-9999","-9999","+14156318705"
"100477","WILLKOMMEN","2198 MARKET ST","San Francisco","CA","94114","-9999","-9999","-9999"
"100479","LOU'S CAFE","275 BATTERY ST","San Francisco","CA","94111","-9999","-9999","+14150584842"
"100480","WILD SIDE WEST","424 CORTLAND AVE","San Francisco","CA","94110","-9999","-9999","-9999"
"1005","CHAVITA'S MEXICAN RESTAURANT","3006 MISSION St","San Francisco","CA","94110","37.748855","-122.418134","+14155286927"
"100503","DAY DREAM CAFE","1788 32ND AVE","San Francisco","CA","94122","-9999","-9999","+14155360424"
"100504","HOLY GELATO","1392 9TH AVE","San Francisco","CA","94122","-9999","-9999","+14155679508"
"100507","EL MOLCAJETE SAUCES","1494 CALIFORNIA ST","San Francisco","CA","94109","-9999","-9999","+14155328057"
"100544","BLUE HOUSE CAFE SF","302 RANDOLPH ST","San Francisco","CA","94132","-9999","-9999","+14155208607"
"100545","SABAH HOUSE SAN FRANCISCO","663 HAIGHT STREET","San Francisco","CA","94117","-9999","-9999","+14154551800"
"100560","TAKOYAKI YAMACHAN","1737 POST STREET  #375","San Francisco","CA","94115","-9999","-9999","+14158382949"
"100561","THE STAR BY LITTLE STAR PIZZA","475 06TH ST","San Francisco","CA","94103","-9999","-9999","-9999"
"100579","BAMBOO ASIA","311 CALIFORNIA ST","San Francisco","CA","94104","-9999","-9999","-9999"
"100603","WESTWOOD","2036 LOMBARD ST","San Francisco","CA","94123","-9999","-9999","+14155991709"
"100639","SOUTH PARK CAFE","108 SOUTH PARK ST","San Francisco","CA","94107","-9999","-9999","+14150703631"
"100640","ESSI","3330 STEINER ST","San Francisco","CA","94123","-9999","-9999","-9999"
"100642","Haley Mc Nicolls Celtic-American Eatery","699 5th St","San Francisco","CA","94107","-9999","-9999","-9999"
"100658","ADITI INDIAN CUISINE","1101 VALENCIA ST","San Francisco","CA","94110","-9999","-9999","+14158212789"
"100659","UMAMI SPOON","475 06TH ST","San Francisco","CA","94103","-9999","-9999","+14150811760"
"100660","TEAPENTER","1518 IRVING ST","San Francisco","CA","94122-1909","-9999","-9999","+14155868318"
"100676","SUN AND MOON","415 BRANNAN ST","San Francisco","CA","94107","-9999","-9999","+14155795454"
"100677","BERNAL HEIGHTS PIZZERIA","1361 CHURCH ST","San Francisco","CA","94114","-9999","-9999","+14155405644"
"100707","WOOPS!","1865 Market St","San Francisco","CA","94103","-9999","-9999","-9999"
"100712","SATAYSFIED CATERING","475 06TH ST","San Francisco","CA","94103","-9999","-9999","+14155852829"
"100713","MARKET SQUARE STUDIO","1355 MARKET ST STE 180","San Francisco","CA","94103","-9999","-9999","+14155932849"
"100715","Simplexitea","12 10TH ST","San Francisco","CA","94103","-9999","-9999","+14155728696"
"100716","AL'S DELI","598 GUERRERO ST","San Francisco","CA","94110","-9999","-9999","-9999"
"100750","REGENT THAI","1700 CHURCH ST","San Francisco","CA","94131","-9999","-9999","+14155412993"
"100752","WORLD O F NOODLE","3230 22ND ST 3234","San Francisco","CA","94110","-9999","-9999","-9999"
"100753","POETS CAFE","100 LARKIN ST","San Francisco","CA","94102","-9999","-9999","+14150614642"
"100779","VIRTUAL KITCHEN CO","2268 CHESTNUT ST","San Francisco","CA","94123","-9999","-9999","-9999"
"100780","IRVING SUBS","112 WAVERLY PL","San Francisco","CA","94108","-9999","-9999","-9999"
"100781","LE CAFE DU SOLEIL","200 FILLMORE ST","San Francisco","CA","94117-3504","-9999","-9999","+14155614215"
"1008","VALENCIA PIZZA & PASTA","801 VALENCIA St","San Francisco","CA","94110","37.759944","-122.421356","+14155641882"
"100800","POSITIVE FOODS","475 06TH STREET ST 110","San Francisco","CA","94103","-9999","-9999","+14155397209"
"100801","POSITIVE FOODS","475 06TH STREET ST 111","San Francisco","CA","94103","-9999","-9999","+14155397209"
"100802","THE CHICKEN LAB","475 06TH ST STE K12","San Francisco","CA","94103","-9999","-9999","+14151275462"
"100807","Estas Manos Coffee Roasters","425 Mission St","San Francisco","CA","94105","-9999","-9999","-9999"
"100815","FEDERAL RESERVE BANK OF SAN FR","101 MARKET ST","San Francisco","CA","94105","-9999","-9999","+14156428642"
"100816","GABRIELLA'S PIZZA","3242 22ND ST","San Francisco","CA","94110","-9999","-9999","+14150980339"
"100817","TEACUP & SANDWICHES","3516 BALBOA ST","San Francisco","CA","94121","-9999","-9999","+14155217628"
"100818","STRADA PIZZA","1115 TARAVAL ST","San Francisco","CA","94116","-9999","-9999","+14155868550"
"100821","RT ROTISSERIE","302 BRODERICK ST","San Francisco","CA","94117","-9999","-9999","-9999"
"10083","Morning Brew Cafe","401 Sansome St","San Francisco","CA","94111","37.794024","-122.401299","-9999"
"100866","PASTA-POP-UP","550 GREEN ST","San Francisco","CA","94133","-9999","-9999","+14155842664"
"100870","TOP SF BBQ","2311 CLEMENT ST","San Francisco","CA","94121","-9999","-9999","+14155578201"
"100879","LORENZO'S OF NEW YORK PIZZA","2109 POLK ST","San Francisco","CA","94109","-9999","-9999","+14150980339"
"100887","ASIA CHINESE FOOD","350 BAY ST.","San Francisco","CA","94133","-9999","-9999","+14155816395"
"100888","PLUTO'S","627 IRVING ST","San Francisco","CA","94122","-9999","-9999","+14155737107"
"100918","BOBA PINK","1760 CESAR CHAVEZ UNIT L","San Francisco","CA","94124","-9999","-9999","+14155290326"
"100923","Main Commissary","1 Warriors Way Event Level East","San Francisco","CA","94158","-9999","-9999","-9999"
"100937","YUKOL PLACE","2380 LOMBARD ST","San Francisco","CA","94123","-9999","-9999","+14155862351"
"100941","Main Kitchen","1 Warriors Way Event Level East","San Francisco","CA","94158","-9999","-9999","-9999"
"100992","District Tea","2154 MISSION ST","San Francisco","CA","94110","-9999","-9999","+14155727597"
"100993","QUEENS SF","1235 09TH AVE","San Francisco","CA","94122","-9999","-9999","+14152669990"
"101","Cable Car Corner","1099 Powell St","San Francisco","CA","94108","37.794615","-122.409705","-9999"
"101028","BAKE LOVE","2948 Folsom St","San Francisco","CA","94110","-9999","-9999","-9999"
"101065","Bakesale Betty/Hot Dog Bill West Club 100","1 Warriors Way 200 North West","San Francisco","CA","94158","-9999","-9999","-9999"
"101075","JP Morgan Club","1 Warriors Way Level 200 South West","San Francisco","CA","94158","-9999","-9999","-9999"
"101076","Paper Lantern West Club 100","1 Warriors Way Level 200 South West","San Francisco","CA","94158","-9999","-9999","-9999"
"101077","City Bistro West Club 200","1 Warriors Way Level 300 West","San Francisco","CA","94158","-9999","-9999","-9999"
"101078","Ice Cream West Club 200","1 Warriors Way Level 300 North West","San Francisco","CA","94158","-9999","-9999","-9999"
"101079","Big Nate BBQ North 200","1 Warriors Way Level 300 North East","San Francisco","CA","94158","-9999","-9999","-9999"
"101080","Michelob Bar North West 200","1 Warriors Way Level 300 North","San Francisco","CA","94158","-9999","-9999","-9999"
"101081","Vending out of Pizza 200","1 Warriors Way Level 300 North East","San Francisco","CA","94158","-9999","-9999","-9999"
"101082","Tony's Pizza North 200","1 Warriors Way Level 300 North","San Francisco","CA","94158","-9999","-9999","-9999"
"101083","Sam's & Tacolicious North 200","1 Warriors Way Level 300 North East","San Francisco","CA","94158","-9999","-9999","-9999"
"101084","Deli North 200","1 Warriors Way Level 300 North East","San Francisco","CA","94518","-9999","-9999","-9999"
"101085","North East Bar 200","1 Warriors Way Level 300 North East","San Francisco","CA","94158","-9999","-9999","-9999"
"101086","Hot Dog Bills North 200","1 Warriors Way Level 300 North East","San Francisco","CA","94158","-9999","-9999","-9999"
"101087","Tacolicious & Republic East Club 200","1 Warriors Way Level 300 East","San Francisco","CA","94158","-9999","-9999","-9999"
"101089","Tony's/ City Bistro East Club 200","1 Warriors Way Level 300 East","San Francisco","CA","94158","-9999","-9999","-9999"
"101090","Bar East Club 200","1 Warriors Way Level 300 East","San Francisco","CA","94158","-9999","-9999","-9999"
"101095","South Bar 200","1 Warriors Way Level 300 South","San Francisco","CA","94158","-9999","-9999","-9999"
"101100","Bakesale Betty/La Corneta South 200","1 Warriors Way Level 300 South","San Francisco","CA","94158","-9999","-9999","-9999"
"101102","Hot Dog Bills South 200","1 Warriors Way Level 300 South","San Francisco","CA","94158","-9999","-9999","-9999"
"101103","Tony's/ City Bistro South 200","1 Warriors Way Level 300 South","San Francisco","CA","94158","-9999","-9999","-9999"
"101104","Big Nate BBQ South 200","1 Warriors Way  Level 300 South","San Francisco","CA","94158","-9999","-9999","-9999"
"101119","Off The Grid: (MSU)","425 Mission St","San Francisco","CA","94105","-9999","-9999","-9999"
"101129","Vendor Room 200","1 Warriors Way Level 300 South West","San Francisco","CA","-9999","-9999","-9999","-9999"
"101159","NICOS SICILIA PIZZA","709 O'FARRELL ST","San Francisco","CA","94109","-9999","-9999","+14150928956"
"101160","Banh Mi & Roll","2609 SAN BRUNO AVE STE      A","San Francisco","CA","94134","-9999","-9999","+14155998133"
"101162","Tony's Pizza South 200","1 1 Warriors Way Level 300 West","San Francisco","CA","94158","-9999","-9999","-9999"
"101163","Junior Barbeque Burger","98 Napoleaon St","San Francisco","CA","94124","-9999","-9999","-9999"
"101165","HOWARD TAPS & BANH MI PO' BOY","1599 HOWARD ST","San Francisco","CA","94103","-9999","-9999","+14150719822"
"101167","KISSAKO TEA","1581 WEBSTER ST STE 190","San Francisco","CA","94115","-9999","-9999","-9999"
"101169","A LA COUCH","1760 CESAR CHAVEZ ST L","San Francisco","CA","94124","-9999","-9999","+14155596249"
"101170","BLUESTONE LANE","55 2ND ST","San Francisco","CA","94105","-9999","-9999","+14157650633"
"101173","ORIENTALIA PIZZA","829 GEARY ST","San Francisco","CA","94109","-9999","-9999","+14154667176"
"101174","HALENIA","2948 FOLSOM ST","San Francisco","CA","94110","-9999","-9999","+14155575631"
"101175","THE UP & UP","1268 GRANT AVE","San Francisco","CA","94133","-9999","-9999","+14155379736"
"101179","LUISA'S SINCE 1959","759 COLUMBUS AVE","San Francisco","CA","94133","-9999","-9999","-9999"
"101180","SEVEN STILLS","2704 24TH ST","San Francisco","CA","94110","-9999","-9999","+14155244416"
"101183","FAR WEST FUNGI","1 FERRY BUILDING # 34","San Francisco","CA","94111","-9999","-9999","-9999"
"101184","NAMU STONEPOT","499 DOLORES ST","San Francisco","CA","94110","-9999","-9999","+14155377831"
"101186","CHUY'S FIESTAS RESTAURANT","2341 FOLSOM ST","San Francisco","CA","94110","-9999","-9999","+14155639739"
"101187","AFANDI LLC","994 POLK ST","San Francisco","CA","94109","-9999","-9999","+14156413388"
"101188","HOM KOREAN KITCHEN","154 MCALLISTER ST","San Francisco","CA","94102","-9999","-9999","+14155567646"
"101189","MISSION CURRY HOUSE","2434 MISSION ST","San Francisco","CA","94110","-9999","-9999","+14155316719"
"101190","GENEVA STEAK HOUSE","5130 MISSION ST","San Francisco","CA","94112","-9999","-9999","-9999"
"101192","Cochinita #2","2 Marina Blvd Fort Mason","San Francisco","CA","-9999","-9999","-9999","+14150429222"
"101193","Budweiser West Club Bar 200","1 Warriors Way Level 300 West","San Francisco","CA","94158","-9999","-9999","-9999"
"101194","Farmers Market Portable 200","1 Warriors Way Level 300 North West","San Francisco","CA","94158","-9999","-9999","-9999"
"101195","Tanduay Portable 200","1 Warriors Way Level 300 North East","San Francisco","CA","94158","-9999","-9999","-9999"
"101196","La Cocina Portable 200","1 Warriors Way Level 300 South","San Francisco","CA","94158","-9999","-9999","-9999"
"101197","Keg & Soda Cooler 300","1 Warriors Way Level 400 North","San Francisco","CA","94158","-9999","-9999","-9999"
"101200","Suites Kitchen","1 Warriors Way Level 400 North","San Francisco","CA","94158","-9999","-9999","-9999"
"101202","Theatre Box North East, Bar, Buffet & Pantry","1 Warriors Way Lvl 500 North East","San Francisco","CA","94158","-9999","-9999","-9999"
"101203","Theatre Box South West Bar","1 Warriors Way Level 500 South West","San Francisco","CA","94158","-9999","-9999","-9999"
"101205","Theatre Box South West Bar","1 Warriors Way Level 500 South East","San Francisco","CA","94158","-9999","-9999","-9999"
"101216","Sadie's/City Bistro West 500","1 Warriors Way  Level 600 West","San Francisco","CA","94158","-9999","-9999","-9999"
"101217","Moet Hennessy Bar West 500","1 Warriors Way Level 600 West","San Francisco","CA","94158","-9999","-9999","-9999"
"101219","North West Bar 500","1 Warriors Way Level 600 North West","San Francisco","CA","94158","-9999","-9999","-9999"
"101220","Tanduay Bar North East 500","1 Warriors Way Level 600 North East","San Francisco","CA","94158","-9999","-9999","-9999"
"101221","East Bar 500","1 Warriors Way Level 600 East","San Francisco","CA","94158","-9999","-9999","-9999"
"101222","Big Nates/Trumer City Bistro 500","1 Warriors Way Lvl 600 East","San Francisco","CA","94158","-9999","-9999","-9999"
"101223","Bakesale Betty/Hot Dog Bill East 500","1 Warriors Way Level 600 East","San Francisco","CA","94158","-9999","-9999","-9999"
"101225","SWEET A LITTLE","103 HORNE AVE","San Francisco","CA","94124","-9999","-9999","+14153596628"
"101228","Sam's/Paper Lantern 500","1 Warriors Way Level 600 South","San Francisco","CA","94158","-9999","-9999","-9999"
"101230","Keg Room 500","1 Warriors Way Level 600 South","San Francisco","CA","94158","-9999","-9999","-9999"
"101231","Modelo Cantina Bar 500","1 Warriors Way Level 600 South","San Francisco","CA","94158","-9999","-9999","-9999"
"101232","Tony's/ City Bistro South 500","1 Warriors Way Level 600 South","San Francisco","CA","94158","-9999","-9999","-9999"
"101233","Bakesale Betty/Hot Dog Bill West 500","1 Warriors Way Level 600 West","San Francisco","CA","94158","-9999","-9999","-9999"
"101234","Popcorn Portable 500","1 Warriors Way Level 600 North East","San Francisco","CA","94158","-9999","-9999","-9999"
"101235","Old Skool Portable 500","1 Warriors Way Level 600 East","San Francisco","CA","94158","-9999","-9999","-9999"
"101238","City Bistro Pepsi Bar 400","1 Warriors Way  Lvl. 500 North","San Francisco","CA","94158","-9999","-9999","-9999"
"101240","Old Time Candy Portable 500","1 Warriors Way Level 600 South East","San Francisco","CA","94158","-9999","-9999","-9999"
"101242","Tony's Pizza Pepsi Bar 400","1 Warriors Way Level 500 North West","San Francisco","CA","94158","-9999","-9999","-9999"
"101245","West Portable Bar 500","1 Warriors Way Level 600 West","San Francisco","CA","94158","-9999","-9999","-9999"
"101252","BREADCHU","1900 CLEMENT ST","San Francisco","CA","94121","-9999","-9999","+14155706556"
"101268","THE NATURE STOP","1336 GRANT AVE","San Francisco","CA","94133","-9999","-9999","+14155848146"
"10127","AMICI'S EAST COAST PIZZERIA","216 KING STREET","San Francisco","CA","94107","37.777803","-122.392489","-9999"
"101294","SUPER DUPER","117 NEW MONTGOMERY","San Francisco","CA","94105","-9999","-9999","+14155674628"
"10131","Cybelle's Front Room","1385 09th Ave","San Francisco","CA","94122","37.758941","-122.48591","-9999"
"101375","Blind Butcher","4058 18th St","San Francisco","CA","94114","-9999","-9999","-9999"
"101388","BOCADITO COLOMBIAN SNACKERIA","2948 FOLSOM ST","San Francisco","CA","94110","-9999","-9999","+14152482755"
"101389","HOMAGE","214 CALIFORNIA ST","San Francisco","CA","94111","-9999","-9999","+14154878161"
"101391","OJI","1740 BUCHANAN ST","San Francisco","CA","94115","-9999","-9999","+14155609432"
"101393","RON'S PIT STOP BBQ","103 HORNE AVE","San Francisco","CA","94124","-9999","-9999","-9999"
"101430","IZAKAYA MAYUMI","2221 CLEMENT ST","San Francisco","CA","94121","-9999","-9999","+14155516475"
"101440","Shah's Halal Food","532 Market St","San Francisco","CA","94104","-9999","-9999","-9999"
"101457","V & J CAFE","670 BROADWAY ST","San Francisco","CA","94133","-9999","-9999","+14155402883"
"101461","DBC RESTAURANT","1109 FILLMORE ST","San Francisco","CA","94115","-9999","-9999","+14155465094"
"101478","The Detour","2200 MARKET ST A","San Francisco","CA","94114","-9999","-9999","+14158228283"
"101479","BUNN MIKE, INC.","100 GREEN ST","San Francisco","CA","94111","-9999","-9999","-9999"
"101499","LA COCINA DE MAMA","2948 FOLSOM ST","San Francisco","CA","94110","-9999","-9999","-9999"
"101500","CAMISHA'S CAKES","255 MENDELL ST","San Francisco","CA","94124","-9999","-9999","+14159598528"
"101505","NEW RELIC INC","188 SPEAR ST STE 1200","San Francisco","CA","94105","-9999","-9999","+14155696756"
"101506","STREET TACO","980 16TH ST","San Francisco","CA","94107","-9999","-9999","-9999"
"101528","Rice Bucket","355 McAllister St","San Francisco","CA","94132","-9999","-9999","-9999"
"101577","Vessel Operations CA #1","768 Sansome St","San Francisco","CA","94111","-9999","-9999","-9999"
"101585","Izzy's Cheesesteaks","2 Marina Blvd Fort Mason","San Francisco","CA","94123","-9999","-9999","-9999"
"101626","Momolicious","Embarcadero Pl","San Francisco","CA","94105","-9999","-9999","-9999"
"101659","CHEWSE INC","1251 CONNECTICUT ST","San Francisco","CA","94107","-9999","-9999","+14153449406"
"101662","HARAJUKU SUSHI AT 1920 BAR","1812 CLEMENT ST","San Francisco","CA","94121","-9999","-9999","+14155679508"
"101667","CHURN URBAN CREAMERY, LLC","2646 SAN BRUNO AVE","San Francisco","CA","94134","-9999","-9999","+14155841253"
"101668","LEFT COAST CATERING","1400 YOSEMITE AVE","San Francisco","CA","94124","-9999","-9999","+14155930600"
"101670","EL PAISA SF, INC.","3322 MISSION ST","San Francisco","CA","94110","-9999","-9999","+14155550557"
"101671","HI TEA","2591 SAN BRUNO AVE","San Francisco","CA","94134","-9999","-9999","+14155878768"
"101673","UM.MA","1220 09TH AVE","San Francisco","CA","94122","-9999","-9999","+14155500505"
"101676","GKP MARKET","995 ELLIS ST","San Francisco","CA","94109","-9999","-9999","-9999"
"101677","TOASTY","2760 OCTAVIA ST","San Francisco","CA","94123","-9999","-9999","+14155527781"
"101678","RICE PAPER SCISSORS","2723 OAKDALE AVE","San Francisco","CA","94124","-9999","-9999","+14158203389"
"101683","CRAZY CURRY","103 HORNE ST","San Francisco","CA","94124","-9999","-9999","+14155819325"
"101685","THE VEGAN HOOD CHEFS","103 Horne Ave 233","San Francisco","CA","94124","-9999","-9999","+14155228831"
"101687","THEP RESTAURANT","400 WALLER ST","San Francisco","CA","94117","-9999","-9999","+14155949946"
"101688","REAL FOOD COMPANY","2140 POLK ST","San Francisco","CA","94109","-9999","-9999","-9999"
"101689","TSUTA RAMEN","155 04TH ST","San Francisco","CA","94103","-9999","-9999","+14150433398"
"101691","ROYAL GROUND COFFEE","5301 GEARY BLVD","San Francisco","CA","94121","-9999","-9999","+14155755282"
"101697","HUAXING PRODUCE INC","1200 STOCKTON ST","San Francisco","CA","94133","-9999","-9999","+14155832088"
"101698","FRENCH BAKERY & COFFEE","1101 TARAVAL","San Francisco","CA","94116","-9999","-9999","+14155276644"
"10170","Piaza Pellegrini","659 Columbus Ave","San Francisco","CA","94133","37.800851","-122.411062","-9999"
"101700","AUTOMAT","103 horne AVE","San Francisco","CA","94124","-9999","-9999","+14155841468"
"101717","THE GAME PARLOUR","1342 IRVING ST","San Francisco","CA","94122","-9999","-9999","+14155738080"
"101718","GOOD LUCK MARKET & DELI","621 KEARNY ST","San Francisco","CA","94108","-9999","-9999","-9999"
"101751","BLOOMSTOCK","1730 YOSEMITE AVE","San Francisco","CA","94124","-9999","-9999","+14155583571"
