CASENO,OFFENSE,EVENTDT,EVENTTM,CVLEGEND,CVDOW,InDbDate,Block_Location,BLKADDR,City,State
19042765,THEFT MISD. (UNDER $950),08/04/2019 12:00:00 AM,13:15,LARCENY,0,09/14/2020 07:00:08 AM,"2100 SHATTUCK AV
Berkeley, CA
(37.871167, -122.268285)",2100 SHATTUCK AV,Berkeley,CA
19066125,ASSAULT/BATTERY MISD.,11/20/2019 12:00:00 AM,17:40,ASSAULT,3,09/14/2020 07:00:12 AM,"2100 SHATTUCK AV
Berkeley, CA
(37.871167, -122.268285)",2100 SHATTUCK AV,Berkeley,CA
19038569,FRAUD/FORGERY,07/06/2019 12:00:00 AM,00:00,FRAUD,6,09/14/2020 07:00:08 AM,"2300 CALIFORNIA ST
Berkeley, CA
(37.865963, -122.279288)",2300 CALIFORNIA ST,Berkeley,CA
19036947,ROBBERY,07/07/2019 12:00:00 AM,21:55,ROBBERY,0,09/14/2020 07:00:08 AM,"ADDISON STREET & GRANT ST
Berkeley, CA",ADDISON STREET & GRANT ST,Berkeley,CA
19036355,THEFT MISD. (UNDER $950),07/04/2019 12:00:00 AM,16:30,LARCENY,4,09/14/2020 07:00:08 AM,"200 UNIVERSITY AV
Berkeley, CA
(37.865511, -122.309967)",200 UNIVERSITY AV,Berkeley,CA
19061516,NARCOTICS,10/29/2019 12:00:00 AM,14:31,DRUG VIOLATION,2,09/14/2020 07:00:11 AM,"DWIGHT WY & HILLEGASS AV
Berkeley, CA
(37.865374, -122.256511)",DWIGHT WY & HILLEGASS AV,Berkeley,CA
19046485,VEHICLE STOLEN,08/16/2019 12:00:00 AM,13:00,MOTOR VEHICLE THEFT,5,09/14/2020 07:00:09 AM,"1800 WOOLSEY ST
Berkeley, CA
(37.851324, -122.272873)",1800 WOOLSEY ST,Berkeley,CA
19046253,THEFT FROM AUTO,08/19/2019 12:00:00 AM,18:00,LARCENY - FROM VEHICLE,1,09/14/2020 07:00:09 AM,"200 MARINA
Berkeley, CA
(37.868667, -122.313656)",200 MARINA,Berkeley,CA
19064480,BURGLARY AUTO,11/12/2019 12:00:00 AM,18:28,BURGLARY - VEHICLE,2,09/14/2020 07:00:12 AM,"ALCATRAZ AV & COLLEGE AV
Berkeley, CA
(37.851263, -122.252477)",ALCATRAZ AV & COLLEGE AV,Berkeley,CA
19049003,THEFT FELONY (OVER $950),09/01/2019 12:00:00 AM,03:00,LARCENY,0,09/14/2020 07:00:10 AM,"LINCOLN STREET & MC GEE AV
Berkeley, CA
(37.876333, -122.278118)",LINCOLN STREET & MC GEE AV,Berkeley,CA
19057040,ASSAULT/BATTERY MISD.,10/08/2019 12:00:00 AM,12:45,ASSAULT,2,09/14/2020 07:00:11 AM,"KING STREET & 62ND ST
Berkeley, CA
(37.846694, -122.273191)",KING STREET & 62ND ST,Berkeley,CA
19039552,THEFT MISD. (UNDER $950),07/20/2019 12:00:00 AM,10:08,LARCENY,6,09/14/2020 07:00:08 AM,"2100 SHATTUCK AV
Berkeley, CA
(37.871167, -122.268285)",2100 SHATTUCK AV,Berkeley,CA
19045432,VEHICLE STOLEN,08/16/2019 12:00:00 AM,12:14,MOTOR VEHICLE THEFT,5,09/14/2020 07:00:09 AM,"1500 EUCLID AVE
Berkeley, CA
(37.881098, -122.261415)",1500 EUCLID AVE,Berkeley,CA
19069495,FRAUD/FORGERY,12/07/2019 12:00:00 AM,11:00,FRAUD,6,09/14/2020 07:00:12 AM,"1700 GRANT ST
Berkeley, CA
(37.875707, -122.275816)",1700 GRANT ST,Berkeley,CA
19091451,DISTURBANCE,07/22/2019 12:00:00 AM,02:19,DISORDERLY CONDUCT,1,09/14/2020 07:00:08 AM,"2900 CLAREMONT AVE
Berkeley, CA
(37.858993, -122.244574)",2900 CLAREMONT AVE,Berkeley,CA
19064170,DOMESTIC VIOLENCE,11/11/2019 12:00:00 AM,13:56,FAMILY OFFENSE,1,09/14/2020 07:00:12 AM,"1300 ALCATRAZ AV
Berkeley, CA
(37.847442, -122.281175)",1300 ALCATRAZ AV,Berkeley,CA
19092649,THEFT FELONY (OVER $950),11/27/2019 12:00:00 AM,17:45,LARCENY,3,09/14/2020 07:00:12 AM,"900 HEINZ AV
Berkeley, CA
(37.853552, -122.291561)",900 HEINZ AV,Berkeley,CA
19043333,DOMESTIC VIOLENCE,08/06/2019 12:00:00 AM,23:00,FAMILY OFFENSE,2,09/14/2020 07:00:09 AM,"2300 SHATTUCK AV
Berkeley, CA
(37.867176, -122.267802)",2300 SHATTUCK AV,Berkeley,CA
19091766,BURGLARY AUTO,08/19/2019 12:00:00 AM,20:00,BURGLARY - VEHICLE,1,09/14/2020 07:00:09 AM,"1900 ALLSTON WY
Berkeley, CA
(37.868785, -122.272701)",1900 ALLSTON WY,Berkeley,CA
19035936,THEFT MISD. (UNDER $950),07/02/2019 12:00:00 AM,09:44,LARCENY,2,09/14/2020 07:00:08 AM,"1500 SHATTUCK AV
Berkeley, CA
(37.880227, -122.26936)",1500 SHATTUCK AV,Berkeley,CA
19037712,THEFT MISD. (UNDER $950),07/11/2019 12:00:00 AM,16:16,LARCENY,4,09/14/2020 07:00:08 AM,"2100 SHATTUCK AV
Berkeley, CA
(37.871167, -122.268285)",2100 SHATTUCK AV,Berkeley,CA
19092689,BURGLARY AUTO,12/01/2019 12:00:00 AM,18:45,BURGLARY - VEHICLE,0,09/14/2020 07:00:12 AM,"200 UNIVERSITY AV
Berkeley, CA
(37.865511, -122.309967)",200 UNIVERSITY AV,Berkeley,CA
19054321,DISTURBANCE,09/25/2019 12:00:00 AM,17:57,DISORDERLY CONDUCT,3,09/14/2020 07:00:10 AM,"1500 HARMON ST
Berkeley, CA
(37.848812, -122.278043)",1500 HARMON ST,Berkeley,CA
19050999,BURGLARY AUTO,09/10/2019 12:00:00 AM,19:00,BURGLARY - VEHICLE,2,09/14/2020 07:00:10 AM,"100 SEAWALL DR
Berkeley, CA
(37.863611, -122.317566)",100 SEAWALL DR,Berkeley,CA
19092759,IDENTITY THEFT,11/11/2019 12:00:00 AM,13:50,FRAUD,1,09/14/2020 07:00:13 AM,"2400 PRINCE ST
Berkeley, CA
(37.853723, -122.259975)",2400 PRINCE ST,Berkeley,CA
19091417,THEFT MISD. (UNDER $950),07/17/2019 12:00:00 AM,12:30,LARCENY,3,09/14/2020 07:00:08 AM,"2500 CHANNING WY
Berkeley, CA
(37.866919, -122.258812)",2500 CHANNING WY,Berkeley,CA
19052779,ROBBERY,09/19/2019 12:00:00 AM,00:05,ROBBERY,4,09/14/2020 07:00:10 AM,"2800 CLAREMONT BL
Berkeley, CA
(37.860718, -122.245988)",2800 CLAREMONT BL,Berkeley,CA
19091825,THEFT FELONY (OVER $950),08/30/2019 12:00:00 AM,12:15,LARCENY,5,09/14/2020 07:00:10 AM,"3000 TELEGRAPH AVE
Berkeley, CA
(37.855435, -122.259841)",3000 TELEGRAPH AVE,Berkeley,CA
19052569,ROBBERY,09/18/2019 12:00:00 AM,00:05,ROBBERY,3,09/14/2020 07:00:10 AM,"2400 PIEDMONT AV
Berkeley, CA
(37.867513, -122.25195)",2400 PIEDMONT AV,Berkeley,CA
19068596,VANDALISM,12/04/2019 12:00:00 AM,00:20,VANDALISM,3,09/14/2020 07:00:12 AM,"1700 SHATTUCK AV
Berkeley, CA
(37.876307, -122.268923)",1700 SHATTUCK AV,Berkeley,CA
19092553,BURGLARY AUTO,11/15/2019 12:00:00 AM,18:00,BURGLARY - VEHICLE,5,09/14/2020 07:00:12 AM,"OXFORD STREET & CENTER ST
Berkeley, CA
(37.870583, -122.265956)",OXFORD STREET & CENTER ST,Berkeley,CA
19058454,BURGLARY AUTO,10/14/2019 12:00:00 AM,21:00,BURGLARY - VEHICLE,1,09/14/2020 07:00:11 AM,"CHANNING WY & MARTIN LUTHER KING JR WY
Berkeley, CA
(37.865169, -122.272303)",CHANNING WY & MARTIN LUTHER KING JR WY,Berkeley,CA
19060280,BURGLARY AUTO,10/23/2019 12:00:00 AM,20:20,BURGLARY - VEHICLE,3,09/14/2020 07:00:11 AM,"1000 GILMAN ST
Berkeley, CA
(37.88014, -122.297498)",1000 GILMAN ST,Berkeley,CA
19063578,VEHICLE STOLEN,11/06/2019 12:00:00 AM,17:00,MOTOR VEHICLE THEFT,3,09/14/2020 07:00:12 AM,"1300 KAINS AV
Berkeley, CA
(37.88052, -122.294842)",1300 KAINS AV,Berkeley,CA
19092028,BURGLARY AUTO,09/23/2019 12:00:00 AM,22:00,BURGLARY - VEHICLE,1,09/14/2020 07:00:10 AM,"Berkeley, CA
(37.869058, -122.270455)",,Berkeley,CA
19050246,BURGLARY RESIDENTIAL,09/07/2019 12:00:00 AM,00:30,BURGLARY - RESIDENTIAL,6,09/14/2020 07:00:10 AM,"1900 WOOLSEY ST
Berkeley, CA
(37.851921, -122.269813)",1900 WOOLSEY ST,Berkeley,CA
19060015,ASSAULT/BATTERY MISD.,10/22/2019 12:00:00 AM,17:00,ASSAULT,2,09/14/2020 07:00:11 AM,"DWIGHT WY & TELEGRAPH AV
Berkeley, CA
(37.865121, -122.258455)",DWIGHT WY & TELEGRAPH AV,Berkeley,CA
19063616,VANDALISM,11/08/2019 12:00:00 AM,15:00,VANDALISM,5,09/14/2020 07:00:12 AM,"2000 CENTER ST
Berkeley, CA
(37.869973, -122.270557)",2000 CENTER ST,Berkeley,CA
19044229,ALCOHOL OFFENSE,08/10/2019 12:00:00 AM,22:56,LIQUOR LAW VIOLATION,6,09/14/2020 07:00:09 AM,"FULTON STREET & DWIGHT WY
Berkeley, CA
(37.864238, -122.265263)",FULTON STREET & DWIGHT WY,Berkeley,CA
19092567,THEFT MISD. (UNDER $950),11/18/2019 12:00:00 AM,13:34,LARCENY,1,09/14/2020 07:00:12 AM,"1700 FOURTH ST
Berkeley, CA
(37.871883, -122.301255)",1700 FOURTH ST,Berkeley,CA
19068295,FRAUD/FORGERY,11/26/2019 12:00:00 AM,12:00,FRAUD,2,09/14/2020 07:00:12 AM,"SHATTUCK AV & TELEGRAPH AV
Berkeley, CA",SHATTUCK AV & TELEGRAPH AV,Berkeley,CA
19059722,VANDALISM,10/19/2019 12:00:00 AM,16:00,VANDALISM,6,09/14/2020 07:00:11 AM,"2124 BANCROFT
Berkeley, CA
(37.867705, -122.266911)",2124 BANCROFT,Berkeley,CA
19091502,VANDALISM,07/27/2019 12:00:00 AM,22:00,VANDALISM,6,09/14/2020 07:00:09 AM,"600 SAN FERNANDO AVE
Berkeley, CA
(37.898744, -122.276666)",600 SAN FERNANDO AVE,Berkeley,CA
19050098,BURGLARY COMMERCIAL,09/06/2019 12:00:00 AM,04:07,BURGLARY - COMMERCIAL,5,09/14/2020 07:00:10 AM,"1900 SHATTUCK AV
Berkeley, CA
(37.873687, -122.268616)",1900 SHATTUCK AV,Berkeley,CA
19092535,THEFT MISD. (UNDER $950),11/16/2019 12:00:00 AM,16:00,LARCENY,6,09/14/2020 07:00:12 AM,"1200 5TH ST
Berkeley, CA
(37.880756, -122.303056)",1200 5TH ST,Berkeley,CA
19092084,VANDALISM,10/01/2019 12:00:00 AM,10:35,VANDALISM,2,09/14/2020 07:00:11 AM,"200 UNIVERSITY AV
Berkeley, CA
(37.865511, -122.309967)",200 UNIVERSITY AV,Berkeley,CA
19052281,THEFT FROM AUTO,09/16/2019 12:00:00 AM,12:00,LARCENY - FROM VEHICLE,1,09/14/2020 07:00:10 AM,"34 TUNNEL
Berkeley, CA
(37.85759, -122.242378)",34 TUNNEL,Berkeley,CA
19052783,DISTURBANCE,09/19/2019 12:00:00 AM,01:42,DISORDERLY CONDUCT,4,09/14/2020 07:00:10 AM,"SAN PABLO AVENUE &CARLETON ST
Berkeley, CA",SAN PABLO AVENUE &CARLETON ST,Berkeley,CA
19061139,DISTURBANCE,10/27/2019 12:00:00 AM,13:02,DISORDERLY CONDUCT,0,09/14/2020 07:00:11 AM,"UNIVERSITY AV & SAN PABLO AV
Berkeley, CA
(37.869041, -122.292204)",UNIVERSITY AV & SAN PABLO AV,Berkeley,CA
19040868,BURGLARY RESIDENTIAL,07/26/2019 12:00:00 AM,13:05,BURGLARY - RESIDENTIAL,5,09/14/2020 07:00:08 AM,"2500 CALIFORNIA ST
Berkeley, CA
(37.862494, -122.278695)",2500 CALIFORNIA ST,Berkeley,CA
19049769,ASSAULT/BATTERY FEL.,09/05/2019 12:00:00 AM,13:06,ASSAULT,4,09/14/2020 07:00:10 AM,"DELAWARE STREET & CALIFORNIA ST
Berkeley, CA
(37.873343, -122.280086)",DELAWARE STREET & CALIFORNIA ST,Berkeley,CA
19045776,DISTURBANCE,08/17/2019 12:00:00 AM,22:46,DISORDERLY CONDUCT,6,09/14/2020 07:00:09 AM,"1500 BERKELEY WY
Berkeley, CA
(37.871311, -122.281978)",1500 BERKELEY WY,Berkeley,CA
19042447,BURGLARY AUTO,08/02/2019 12:00:00 AM,21:45,BURGLARY - VEHICLE,5,09/14/2020 07:00:08 AM,"GOLDEN GATE FIELDS &GILMAN ST
Berkeley, CA",GOLDEN GATE FIELDS &GILMAN ST,Berkeley,CA
19055613,ASSAULT/BATTERY MISD.,09/25/2019 12:00:00 AM,14:45,ASSAULT,3,09/14/2020 07:00:11 AM,"3000 SHATTUCK AV
Berkeley, CA
(37.855026, -122.266475)",3000 SHATTUCK AV,Berkeley,CA
19053564,VANDALISM,09/22/2019 12:00:00 AM,10:32,VANDALISM,0,09/14/2020 07:00:10 AM,"HEARST AV & SHATTUCK AV
Berkeley, CA
(37.873865, -122.268641)",HEARST AV & SHATTUCK AV,Berkeley,CA
19092175,VANDALISM,09/27/2019 12:00:00 AM,17:00,VANDALISM,5,09/14/2020 07:00:11 AM,"1300 UNIVERSITY AV
Berkeley, CA
(37.869764, -122.28655)",1300 UNIVERSITY AV,Berkeley,CA
19091607,THEFT MISD. (UNDER $950),08/07/2019 12:00:00 AM,13:20,LARCENY,3,09/14/2020 07:00:09 AM,"2700 ACTON ST
Berkeley, CA
(37.858427, -122.282485)",2700 ACTON ST,Berkeley,CA
19092507,BURGLARY RESIDENTIAL,10/09/2019 12:00:00 AM,15:50,BURGLARY - RESIDENTIAL,3,09/14/2020 07:00:12 AM,"1200 FRANCISCO ST
Berkeley, CA
(37.87304, -122.289659)",1200 FRANCISCO ST,Berkeley,CA
19092177,THEFT FELONY (OVER $950),10/03/2019 12:00:00 AM,02:00,LARCENY,4,09/14/2020 07:00:11 AM,"1300 NEILSON ST
Berkeley, CA
(37.880893, -122.289323)",1300 NEILSON ST,Berkeley,CA
19092546,BURGLARY AUTO,11/09/2019 12:00:00 AM,09:00,BURGLARY - VEHICLE,6,09/14/2020 07:00:12 AM,"CLAREMONT AVE&STONEWALL ROAD AVE
Berkeley, CA",CLAREMONT AVE&STONEWALL ROAD AVE,Berkeley,CA
19069517,THEFT MISD. (UNDER $950),12/08/2019 12:00:00 AM,11:05,LARCENY,0,09/14/2020 07:00:13 AM,"1000 GILMAN ST
Berkeley, CA
(37.88014, -122.297498)",1000 GILMAN ST,Berkeley,CA
19091403,VANDALISM,07/16/2019 12:00:00 AM,02:15,VANDALISM,2,09/14/2020 07:00:08 AM,"1400 LA LOMA AV
Berkeley, CA
(37.883505, -122.257888)",1400 LA LOMA AV,Berkeley,CA
19091474,THEFT FELONY (OVER $950),07/15/2019 12:00:00 AM,22:00,LARCENY,1,09/14/2020 07:00:08 AM,"1300 ROSE ST
Berkeley, CA
(37.876897, -122.28868)",1300 ROSE ST,Berkeley,CA
19091803,BURGLARY AUTO,08/30/2019 12:00:00 AM,22:05,BURGLARY - VEHICLE,5,09/14/2020 07:00:09 AM,"700 ARLINGTON AVE
Berkeley, CA
(37.897333, -122.276042)",700 ARLINGTON AVE,Berkeley,CA
19039053,ROBBERY,07/17/2019 12:00:00 AM,22:05,ROBBERY,3,09/14/2020 07:00:08 AM,"3100 COLLEGE AVE
Berkeley, CA
(37.853665, -122.252715)",3100 COLLEGE AVE,Berkeley,CA
19071232,BURGLARY AUTO,12/16/2019 12:00:00 AM,18:00,BURGLARY - VEHICLE,1,09/14/2020 07:00:13 AM,"1000 UNIVERSITY AV
Berkeley, CA
(37.868641, -122.29415)",1000 UNIVERSITY AV,Berkeley,CA
19057551,VEHICLE STOLEN,10/05/2019 12:00:00 AM,12:15,MOTOR VEHICLE THEFT,6,09/14/2020 07:00:11 AM,"1000 GILMAN ST
Berkeley, CA
(37.88014, -122.297498)",1000 GILMAN ST,Berkeley,CA
19035964,ASSAULT/BATTERY MISD.,07/02/2019 12:00:00 AM,10:00,ASSAULT,2,09/14/2020 07:00:08 AM,"SHATTUCK AVENUE &CENTER ST
Berkeley, CA",SHATTUCK AVENUE &CENTER ST,Berkeley,CA
19091508,IDENTITY THEFT,07/25/2019 12:00:00 AM,00:00,FRAUD,4,09/14/2020 07:00:09 AM,"1400 HARMON ST
Berkeley, CA
(37.848606, -122.279588)",1400 HARMON ST,Berkeley,CA
19046536,BURGLARY COMMERCIAL,08/20/2019 12:00:00 AM,22:45,BURGLARY - COMMERCIAL,2,09/14/2020 07:00:09 AM,"2900 COLLEGE AV
Berkeley, CA
(37.858356, -122.253179)",2900 COLLEGE AV,Berkeley,CA
19092238,BURGLARY AUTO,10/15/2019 12:00:00 AM,16:50,BURGLARY - VEHICLE,2,09/14/2020 07:00:11 AM,"2000 MILVIA ST
Berkeley, CA
(37.871461, -122.270706)",2000 MILVIA ST,Berkeley,CA
19037934,THEFT MISD. (UNDER $950),07/12/2019 12:00:00 AM,18:00,LARCENY,5,09/14/2020 07:00:08 AM,"1900 4TH ST
Berkeley, CA
(37.86825, -122.300093)",1900 4TH ST,Berkeley,CA
19091373,IDENTITY THEFT,07/09/2019 12:00:00 AM,18:25,FRAUD,2,09/14/2020 07:00:08 AM,"2700 ALCATRAZ AV
Berkeley, CA
(37.851263, -122.252477)",2700 ALCATRAZ AV,Berkeley,CA
19060651,DISTURBANCE,10/21/2019 12:00:00 AM,19:49,DISORDERLY CONDUCT,1,09/14/2020 07:00:11 AM,"1600 HEARST AV
Berkeley, CA
(37.87247, -122.279718)",1600 HEARST AV,Berkeley,CA
19064150,THEFT FELONY (OVER $950),09/06/2019 12:00:00 AM,17:00,LARCENY,5,09/14/2020 07:00:12 AM,"1475 EASTSHORE
Berkeley, CA
(37.874884, -122.305801)",1475 EASTSHORE,Berkeley,CA
19065864,THEFT MISD. (UNDER $950),11/08/2019 12:00:00 AM,16:30,LARCENY,5,09/14/2020 07:00:12 AM,"2000 UNIVERSITY AV
Berkeley, CA
(37.871828, -122.270516)",2000 UNIVERSITY AV,Berkeley,CA
19048556,BURGLARY COMMERCIAL,08/30/2019 12:00:00 AM,01:01,BURGLARY - COMMERCIAL,5,09/14/2020 07:00:10 AM,"1700 SAN PABLO AV
Berkeley, CA
(37.87325, -122.293558)",1700 SAN PABLO AV,Berkeley,CA
19039919,VANDALISM,07/20/2019 12:00:00 AM,00:01,VANDALISM,6,09/14/2020 07:00:08 AM,"2400 MARTIN LUTHER KING JR WY
Berkeley, CA
(37.865059, -122.272291)",2400 MARTIN LUTHER KING JR WY,Berkeley,CA
19092335,THEFT MISD. (UNDER $950),10/04/2019 12:00:00 AM,12:15,LARCENY,5,09/14/2020 07:00:11 AM,"2700 HILLEGASS AV
Berkeley, CA
(37.860766, -122.255895)",2700 HILLEGASS AV,Berkeley,CA
19039068,BRANDISHING,07/17/2019 12:00:00 AM,23:30,WEAPONS OFFENSE,3,09/14/2020 07:00:08 AM,"MC GEE AV & UNIVERSITY AV
Berkeley, CA
(37.871033, -122.277532)",MC GEE AV & UNIVERSITY AV,Berkeley,CA
19047196,NARCOTICS,08/24/2019 12:00:00 AM,08:24,DRUG VIOLATION,6,09/14/2020 07:00:09 AM,"FULTON STREET &BANCROFT
Berkeley, CA",FULTON STREET &BANCROFT,Berkeley,CA
19056644,VEHICLE STOLEN,10/06/2019 12:00:00 AM,09:30,MOTOR VEHICLE THEFT,0,09/14/2020 07:00:11 AM,"2800 COLLEGE AV
Berkeley, CA
(37.859988, -122.253339)",2800 COLLEGE AV,Berkeley,CA
19036656,THEFT MISD. (UNDER $950),07/06/2019 12:00:00 AM,07:05,LARCENY,6,09/14/2020 07:00:08 AM,"2100 DERBY ST
Berkeley, CA
(37.860366, -122.266802)",2100 DERBY ST,Berkeley,CA
19056728,GUN/WEAPON,10/07/2019 12:00:00 AM,03:13,WEAPONS OFFENSE,1,09/14/2020 07:00:11 AM,"2400 NINTH ST
Berkeley, CA
(37.862405, -122.29242)",2400 NINTH ST,Berkeley,CA
19092318,IDENTITY THEFT,09/27/2019 12:00:00 AM,08:00,FRAUD,5,09/14/2020 07:00:11 AM,"2500 PIEDMONT AV
Berkeley, CA
(37.865868, -122.251595)",2500 PIEDMONT AV,Berkeley,CA
19092324,BURGLARY AUTO,10/23/2019 12:00:00 AM,22:30,BURGLARY - VEHICLE,3,09/14/2020 07:00:11 AM,"2100 SAN PABLO AV
Berkeley, CA
(37.867501, -122.291709)",2100 SAN PABLO AV,Berkeley,CA
19051371,FRAUD/FORGERY,07/01/2019 12:00:00 AM,00:01,FRAUD,1,09/14/2020 07:00:10 AM,"2400 ELLSWORTH ST
Berkeley, CA
(37.866074, -122.26331)",2400 ELLSWORTH ST,Berkeley,CA
19091344,THEFT MISD. (UNDER $950),07/02/2019 12:00:00 AM,15:30,LARCENY,2,09/14/2020 07:00:08 AM,"37.8687920000000000, -122.2658350000000000
Berkeley, CA","37.8687920000000000, -122.2658350000000000",Berkeley,CA
19048321,BURGLARY AUTO,08/28/2019 12:00:00 AM,21:30,BURGLARY - VEHICLE,3,09/14/2020 07:00:10 AM,"900 UNIVERSITY AV
Berkeley, CA
(37.868263, -122.296013)",900 UNIVERSITY AV,Berkeley,CA
19054554,ROBBERY,09/26/2019 12:00:00 AM,20:18,ROBBERY,4,09/14/2020 07:00:10 AM,"1100 UNIVERSITY AV
Berkeley, CA
(37.869067, -122.292043)",1100 UNIVERSITY AV,Berkeley,CA
19053093,THEFT FELONY (OVER $950),09/07/2019 12:00:00 AM,12:00,LARCENY,6,09/14/2020 07:00:10 AM,"1800 SAN LORENZO AV
Berkeley, CA
(37.894256, -122.281603)",1800 SAN LORENZO AV,Berkeley,CA
19064408,THEFT MISD. (UNDER $950),11/12/2019 12:00:00 AM,14:55,LARCENY,2,09/14/2020 07:00:12 AM,"1700 FOURTH ST
Berkeley, CA
(37.871883, -122.301255)",1700 FOURTH ST,Berkeley,CA
19067335,DISTURBANCE,11/26/2019 12:00:00 AM,14:54,DISORDERLY CONDUCT,2,09/14/2020 07:00:12 AM,"2000 UNIVERSITY AVE
Berkeley, CA
(37.871828, -122.270516)",2000 UNIVERSITY AVE,Berkeley,CA
19035932,THEFT FELONY (OVER $950),07/02/2019 12:00:00 AM,09:35,LARCENY,2,09/14/2020 07:00:08 AM,"1300 EIGHTH ST
Berkeley, CA
(37.879653, -122.299139)",1300 EIGHTH ST,Berkeley,CA
19092001,THEFT MISD. (UNDER $950),09/22/2019 12:00:00 AM,11:20,LARCENY,0,09/14/2020 07:00:10 AM,"100 BOLIVAR DR
Berkeley, CA
(37.861758, -122.30024)",100 BOLIVAR DR,Berkeley,CA
19057234,BURGLARY AUTO,10/09/2019 12:00:00 AM,12:45,BURGLARY - VEHICLE,3,09/14/2020 07:00:11 AM,"GILMAN STREET & SANTA FE AV
Berkeley, CA
(37.881493, -122.290864)",GILMAN STREET & SANTA FE AV,Berkeley,CA
19042976,VEHICLE STOLEN,08/04/2019 12:00:00 AM,23:00,MOTOR VEHICLE THEFT,0,09/14/2020 07:00:09 AM,"1300 CARLOTTA AV
Berkeley, CA
(37.88253, -122.280217)",1300 CARLOTTA AV,Berkeley,CA
19055591,THEFT MISD. (UNDER $950),10/01/2019 12:00:00 AM,12:22,LARCENY,2,09/14/2020 07:00:10 AM,"1400 SHATTUCK AV
Berkeley, CA
(37.881957, -122.269551)",1400 SHATTUCK AV,Berkeley,CA
19052917,THEFT MISD. (UNDER $950),09/19/2019 12:00:00 AM,16:00,LARCENY,4,09/14/2020 07:00:10 AM,"2900 HARPER ST
Berkeley, CA
(37.855832, -122.272369)",2900 HARPER ST,Berkeley,CA
19041010,IDENTITY THEFT,07/21/2019 12:00:00 AM,00:00,FRAUD,0,09/14/2020 07:00:10 AM,"1600 UNIVERSITY AV
Berkeley, CA
(37.870652, -122.27958)",1600 UNIVERSITY AV,Berkeley,CA
19091955,BURGLARY AUTO,09/16/2019 12:00:00 AM,13:15,BURGLARY - VEHICLE,1,09/14/2020 07:00:10 AM,"1900 UNIVERSITY AV
Berkeley, CA
(37.871544, -122.272714)",1900 UNIVERSITY AV,Berkeley,CA
19056744,BURGLARY RESIDENTIAL,10/04/2019 12:00:00 AM,22:00,BURGLARY - RESIDENTIAL,5,09/14/2020 07:00:11 AM,"500 VISTAMONT AVE
Berkeley, CA
(37.903252, -122.267456)",500 VISTAMONT AVE,Berkeley,CA
19056104,DOMESTIC VIOLENCE,10/04/2019 12:00:00 AM,01:47,FAMILY OFFENSE,5,09/14/2020 07:00:11 AM,"1600 KAINS AV
Berkeley, CA
(37.875132, -122.293103)",1600 KAINS AV,Berkeley,CA
